varied_parameter,parameter_value,base_case,model,found,number_of_roots,root,branch,B,delta,eta,Pbar,m_L,m_NL,E,P,tau,u,x,g,Z,A,residual_max,admissible,positive_growth,TVC,stability,lambda_1_real,lambda_1_imag,lambda_2_real,lambda_2_imag,lambda_3_real,lambda_3_imag,status
eta,1.395,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.395,1.0,0.5,2.0,0.6084433261665886,0.3915566738334114,0.2359135283136354,0.4857093043309294,0.07269904742306617,0.15873176562801558,0.4764800900198538,0.47648009001985375,5.551115123125783e-17,True,True,True,saddle,-1.5572846545583032,0.0,0.07269904742342015,0.0,1.629983701944437,0.0,solution
eta,1.4024999999999999,False,linear,True,1,1.0,-,0.45,0.01,1.4024999999999999,1.0,0.5,2.0,0.3341587461325961,0.6658412538674039,0.3303615972196325,0.5747709084666973,0.06204607429873043,0.1293070168912558,0.33292062693370195,0.33292062693370195,3.8969849241550173e-17,True,True,True,saddle,-1.0129856876063965,0.0,0.06204607429929938,0.0,1.0750317619348349,0.0,solution
eta,1.4024999999999999,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.4024999999999999,1.0,0.5,2.0,0.6093646192760122,0.39063538072398785,0.23611804584822838,0.4859197936370038,0.07352069688235129,0.15781539598099698,0.47607876010122574,0.4760787601012258,8.191990344693797e-17,True,True,True,saddle,-1.5591695349727905,0.0,0.0735206968825921,0.0,1.6326902318366214,0.0,solution
eta,1.41,False,linear,True,1,1.0,-,0.45,0.01,1.41,1.0,0.5,2.0,0.3361414063100434,0.6638585936899566,0.33119979318806025,0.5754996031172048,0.06263852710984093,0.1283866514874169,0.3319292968449783,0.3319292968449783,2.2981602259279662e-17,True,True,True,saddle,-1.0112636082792157,0.0,0.06263852710966072,0.0,1.0739021354242753,0.0,solution
eta,1.41,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.41,1.0,0.5,2.0,0.6102702385106946,0.3897297614893054,0.23632103277106664,0.4861286175191362,0.07433281565086479,0.15690930646552392,0.4756809489975891,0.47568094899758906,5.551115123125783e-17,True,True,True,saddle,-1.561028282674735,0.0,0.07433281565108636,0.0,1.635361098321974,0.0,solution
eta,1.4175,False,linear,True,1,1.0,-,0.45,0.01,1.4175,1.0,0.5,2.0,0.33808407089323445,0.6619159291067656,0.3320241784489673,0.5762153924089214,0.06322295107666588,0.1274801223393195,0.3309579645533828,0.3309579645533828,4.60776109557869e-18,True,True,True,saddle,-1.0095974118262048,0.0,0.06322295107666487,0.0,1.0728203629338455,0.0,solution
eta,1.4175,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.4175,1.0,0.5,2.0,0.6111605801498716,0.3888394198501284,0.23652248558846797,0.4863357745307947,0.07513556709702078,0.15601333436412163,0.4752866508414879,0.4752866508414879,3.6106497534509723e-17,True,True,True,saddle,-1.5628614110687091,0.0,0.07513556709707267,0.0,1.6379969781536456,0.0,solution
eta,1.4249999999999998,False,linear,True,1,1.0,-,0.45,0.01,1.4249999999999998,1.0,0.5,2.0,0.33998797927127267,0.6600120207287273,0.33283510728132604,0.5769186314215602,0.06379951701096602,0.1265870988493319,0.33000601036436367,0.33000601036436367,5.080916493225543e-17,True,True,True,saddle,-1.007984500334744,0.0,0.06379951701355371,0.0,1.0717840173119977,0.0,solution
eta,1.4249999999999998,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.4249999999999998,1.0,0.5,2.0,0.6120360273155855,0.3879639726844145,0.2367224021909942,0.486541264633324,0.07592911097465035,0.15512731994035384,0.47489585716668264,0.47489585716668276,1.1102230246251565e-16,True,True,True,saddle,-1.564669421357398,0.0,0.07592911097481969,0.0,1.640598532298867,0.0,solution
eta,1.4325,False,linear,True,1,1.0,-,0.45,0.01,1.4325,1.0,0.5,2.0,0.341854318742822,0.658145681257178,0.33363292141502393,0.5776096618089278,0.06436839062508722,0.12570726156089526,0.329072840628589,0.329072840628589,1.342725197838692e-16,True,True,True,saddle,-1.006422432837648,0.0,0.06436839062353875,0.0,1.0707908234702272,0.0,solution
eta,1.4325,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.4325,1.0,0.5,2.0,0.6128969505073804,0.38710304949261964,0.23692078174711084,0.4867450890837121,0.07671360351628799,0.15425110639604153,0.4745085571322682,0.4745085571322682,4.931904504521887e-17,True,True,True,saddle,-1.56645280322585,0.0,0.07671360351677135,0.0,1.6431664067306453,0.0,solution
eta,1.44,False,linear,True,1,1.0,-,0.45,0.01,1.44,1.0,0.5,2.0,0.34368422728444636,0.6563157727155536,0.33441795060417606,0.5782888124494335,0.06492973273264734,0.12484030166510758,0.3281578863577768,0.3281578863577768,1.4387042208587687e-16,True,True,True,saddle,-1.0049089141588292,0.0,0.0649297327332887,0.0,1.0698386468581849,0.0,solution
eta,1.44,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.44,1.0,0.5,2.0,0.6137437081116269,0.38625629188837307,0.2371176246043982,0.4869472503304626,0.07748919752400582,0.15338453982728598,0.47412473773003405,0.47412473773003405,1.9744008478517055e-17,True,True,True,saddle,-1.5682120347812953,0.0,0.07748919752390035,0.0,1.6457012322859372,0.0,solution
eta,1.4475,False,linear,True,1,1.0,-,0.45,0.01,1.4475,1.0,0.5,2.0,0.3454787961411443,0.6545212038588557,0.33519051316815507,0.5789564000580312,0.06548369943924971,0.12398592053463625,0.32726060192942785,0.32726060192942785,4.186532535246084e-17,True,True,True,saddle,-1.0034417836139158,0.0,0.06548369944097095,0.0,1.0689254830742612,0.0,solution
eta,1.4475,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.4475,1.0,0.5,2.0,0.6145766468868309,0.3854233531131691,0.2373129321977569,0.48714775191696913,0.07825604245783788,0.152527469179526,0.473744383976341,0.47374438397634094,3.227510946748915e-16,True,True,True,saddle,-1.5699475828775218,0.0,0.07825604245835172,0.0,1.6482036253125756,0.0,solution
eta,1.455,False,linear,True,1,1.0,-,0.45,0.01,1.455,1.0,0.5,2.0,0.347239072252449,0.652760927747551,0.33595091650250536,0.5796127297623003,0.06603044232382752,0.12314382928313736,0.3263804638737755,0.3263804638737755,9.324511066125123e-18,True,True,True,saddle,-1.0020190059344016,0.0,0.06603044232529706,0.0,1.0680494482913387,0.0,solution
eta,1.455,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.455,1.0,0.5,2.0,0.6153961024262062,0.38460389757379376,0.2375067069640926,0.4873465983918351,0.07901428452183626,0.15167974620183797,0.47336747908968113,0.473367479089681,1.1102230246251565e-16,True,True,True,saddle,-1.5716599034812324,0.0,0.07901428452181931,0.0,1.65067418798521,0.0,solution
eta,1.4625,False,linear,True,1,1.0,-,0.45,0.01,1.4625,1.0,0.5,2.0,0.3489660605263165,0.6510339394736835,0.33669945756174025,0.5802580956451536,0.06657010861118112,0.12231374834849974,0.32551696973684174,0.32551696973684174,5.607172352457671e-17,True,True,True,saddle,-1.0006386618188354,0.0,0.06657010861217774,0.0,1.0672087704366269,0.0,solution
eta,1.4625,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.4625,1.0,0.5,2.0,0.6162023995987078,0.3837976004012922,0.23769895226300716,0.487543795225626,0.07976406674780621,0.15084122540066208,0.4729940046550046,0.47299400465500446,1.1102230246251565e-16,True,True,True,saddle,-1.5733494417749356,0.0,0.07976406674776437,0.0,1.6531135084876103,0.0,solution
eta,1.47,False,linear,True,1,1.0,-,0.45,0.01,1.47,1.0,0.5,2.0,0.3506607259719864,0.6493392740280136,0.3374364233158674,0.5808927812564616,0.06710284133623018,0.12149540709836208,0.3246696370140068,0.3246696370140068,5.619445297686555e-17,True,True,True,saddle,-0.9992989401084432,0.0,0.06710284133517266,0.0,1.0664017813962294,0.0,solution
eta,1.47,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.47,1.0,0.5,2.0,0.616995852969666,0.38300414703033403,0.23788967230305882,0.4877393487335821,0.08050552907676693,0.1500117639931211,0.4726239407758006,0.4726239407758006,1.749732668762954e-16,True,True,True,saddle,-1.5750166325454815,0.0,0.08050552907755074,0.0,1.6555221615921911,0.0,solution
eta,1.4775,False,linear,True,1,1.0,-,0.45,0.01,1.4775,1.0,0.5,2.0,0.3523239957020545,0.6476760042979455,0.3381620911823451,0.5815170600956993,0.06762877950046471,0.12068854345647062,0.32383800214897274,0.32383800214897274,1.4078825238226168e-17,True,True,True,saddle,-0.9979981299450722,0.0,0.06762877950097727,0.0,1.065626909463513,0.0,solution
eta,1.4775,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.4775,1.0,0.5,2.0,0.6177767672020831,0.3822232327979169,0.2380788720731889,0.48793326600385517,0.0812388084381872,0.14919122186007797,0.4722572662148527,0.47225726621485264,2.643206454524415e-16,True,True,True,saddle,-1.5766619004350204,0.0,0.08123880843799068,0.0,1.6579007088542075,0.0,solution
eta,1.4849999999999999,False,linear,True,1,1.0,-,0.45,0.01,1.4849999999999999,1.0,0.5,2.0,0.3539567608131533,0.6460432391868467,0.3388767294350451,0.5821311960675575,0.06814805822104752,0.11989290354855162,0.32302161959342335,0.32302161959342335,7.524574950569132e-17,True,True,True,saddle,-0.9967346145762944,0.0,0.06814805822154353,0.0,1.0648826728213336,0.0,solution
eta,1.4849999999999999,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.4849999999999999,1.0,0.5,2.0,0.6185454374396013,0.38145456256039867,0.23826655727894244,0.4881255548308677,0.08196403882704585,0.14837946149906367,0.4718939585245071,0.4718939585245071,2.3146289065309427e-17,True,True,True,saddle,-1.5782856601310429,0.0,0.08196403882759151,0.0,1.6602496989393276,0.0,solution
eta,1.4925,False,linear,True,1,1.0,-,0.45,0.01,1.4925,1.0,0.5,2.0,0.3555598781538549,0.6444401218461451,0.3395805975916804,0.5827354439123129,0.06866080887298737,0.11910824136647181,0.32222006092307254,0.32222006092307254,1.885050990811268e-17,True,True,True,saddle,-0.9955068643009873,0.0,0.0686608088728219,0.0,1.064167673198846,0.0,solution
eta,1.4925,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.4925,1.0,0.5,2.0,0.6193021496720897,0.38069785032791026,0.23845273428313932,0.4883162236534225,0.08268135137876734,0.14757634797719257,0.4715339941672365,0.47153399416723657,9.927589345723713e-17,True,True,True,saddle,-1.579888316657008,0.0,0.08268135137911496,0.0,1.6625696680088689,0.0,solution
eta,1.5,True,linear,True,1,1.0,-,0.45,0.01,1.5,1.0,0.5,2.0,0.3571341719877207,0.6428658280122793,0.3402739467810474,0.5833300496126077,0.06916715922477551,0.11833431844955102,0.32143291400613966,0.32143291400613966,5.66669955594591e-17,True,True,True,saddle,-0.9943134311490548,0.0,0.06916715922477172,0.0,1.0634805903403097,0.0,solution
eta,1.5,True,nonlinear,True,1,1.0,upper,0.45,0.01,1.5,1.0,0.5,2.0,0.620047181084747,0.379952818915253,0.2386374100506793,0.48850528149722117,0.0833908744420835,0.14678174888416698,0.47117734862721194,0.47117734862721194,2.318231537782815e-17,True,True,True,saddle,-1.581470265488004,0.0,0.08339087444221714,0.0,1.6648611399217321,0.0,solution
eta,1.5074999999999998,False,linear,True,1,1.0,-,0.45,0.01,1.5074999999999998,1.0,0.5,2.0,0.3586804355587775,0.6413195644412225,0.340957020091336,0.5839152507781724,0.06966723356785065,0.11757090358197177,0.32065978222061126,0.32065978222061126,3.785383341129833e-17,True,True,True,saddle,-0.9931529432281804,0.0,0.06966723356759645,0.0,1.0628201767732959,0.0,solution
eta,1.5074999999999998,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.5074999999999998,1.0,0.5,2.0,0.6207808003915597,0.3792191996084403,0.23882059209718662,0.48869273792147416,0.08409273364987284,0.14599553428546377,0.4708239965135486,0.47082399651354845,2.8171562760721613e-16,True,True,True,saddle,-1.5830318930441731,0.0,0.08409273364986311,0.0,1.6671246266819157,0.0,solution
eta,1.5150000000000001,False,linear,True,1,1.0,-,0.45,0.01,1.5150000000000001,1.0,0.5,2.0,0.3601994325661255,0.6398005674338745,0.3416300529006683,0.584491277009904,0.07016115284023416,0.11681777250530903,0.31990028371693724,0.31990028371693724,3.792855506342322e-17,True,True,True,saddle,-0.9920241000102203,0.0,0.07016115284086305,0.0,1.0621852528874327,0.0,solution
eta,1.5150000000000001,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.5150000000000001,1.0,0.5,2.0,0.6215032681539177,0.37849673184608235,0.23900228844122387,0.48887860296930963,0.08478705198802808,0.14521757667578258,0.47047391165583424,0.47047391165583435,1.1102230246251565e-16,True,True,True,saddle,-1.5845735766784192,0.0,0.08478705198742247,0.0,1.6693606286668061,0.0,solution
eta,1.5225,False,linear,True,1,1.0,-,0.45,0.01,1.5225,1.0,0.5,2.0,0.3616918985538561,0.6383081014461439,0.34229327319094544,0.5850583502446106,0.07064903474465414,0.11607470764527109,0.31915405072307196,0.31915405072307196,4.7502734133862055e-17,True,True,True,saddle,-0.990925667925844,0.0,0.07064903474586591,0.0,1.0615747026451148,0.0,solution
eta,1.5225,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.5225,1.0,0.5,2.0,0.6222148370851313,0.37778516291486874,0.239182507559822,0.48906288712170953,0.08547394986240266,0.14444775093282805,0.47012706719250974,0.47012706719250963,1.1102230246251565e-16,True,True,True,saddle,-1.5860956850327164,0.0,0.0854739498630959,0.0,1.6715696348660807,0.0,solution
eta,1.53,False,linear,True,1,1.0,-,0.45,0.01,1.53,1.0,0.5,2.0,0.36315854222197186,0.6368414577780281,0.3429469018460057,0.5856166850816374,0.07113099386145717,0.11534149785180597,0.31842072888901407,0.31842072888901407,7.139016499749359e-17,True,True,True,saddle,-0.9898564754936131,0.0,0.07113099386252703,0.0,1.0609874693902066,0.0,solution
eta,1.53,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.53,1.0,0.5,2.0,0.6229157523415669,0.37708424765843307,0.23936125834709807,0.4892456012547257,0.08615354516388754,0.1436859342714859,0.4697834356526131,0.46978343565261316,8.636692357156458e-17,True,True,True,saddle,-1.5875985781616622,0.0,0.08615354516375182,0.0,1.6737521233137904,0.0,solution
eta,1.5375,False,linear,True,1,1.0,-,0.45,0.01,1.5375,1.0,0.5,2.0,0.3646000466635734,0.6353999533364266,0.3435911529350268,0.586166489092499,0.07160714175658654,0.11461793815178889,0.3176999766682133,0.3176999766682133,3.337799579152239e-17,True,True,True,saddle,-0.9888154103141045,0.0,0.07160714175661881,0.0,1.0604225520476362,0.0,solution
eta,1.5375,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.5375,1.0,0.5,2.0,0.6236062518010655,0.37639374819893445,0.23953855007574099,0.48942675659973983,0.08682595333166696,0.1429320061984501,0.4694429890313831,0.46944298903138315,5.983677305536808e-17,True,True,True,saddle,-1.5890826078958358,0.0,0.08682595333197289,0.0,1.675908561217461,0.0,solution
eta,1.545,False,linear,True,1,1.0,-,0.45,0.01,1.545,1.0,0.5,2.0,0.3660170705331618,0.6339829294668382,0.34422623398204016,0.5867079631145636,0.07207758708488883,0.11390382951355751,0.3169914647334191,0.3169914647334191,2.3885493165429216e-17,True,True,True,saddle,-0.9878014145345266,0.0,0.07207758708584565,0.0,1.0598790016323139,0.0,solution
eta,1.545,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.545,1.0,0.5,2.0,0.6242865663292787,0.3757134336707213,0.23971439236116981,0.4896063647065567,0.08749128741470355,0.14218584846734594,0.46910569886015563,0.46910569886015563,1.3972162981003473e-16,True,True,True,saddle,-1.5905481180020604,0.0,0.08749128741519603,0.0,1.6780394054125618,0.0,solution
eta,1.5525,False,linear,True,1,1.0,-,0.45,0.01,1.5525,1.0,0.5,2.0,0.36741024915055664,0.6325897508494434,0.34485234622236827,0.5872413015297615,0.0725424356889939,0.1131989786226134,0.3162948754247217,0.3162948754247217,2.871472611540595e-17,True,True,True,saddle,-0.9868134824391342,0.0,0.07254243568988503,0.0,1.059355918147938,0.0,solution
eta,1.5525,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.5525,1.0,0.5,2.0,0.6249569200345196,0.37504307996548036,0.23988879512817712,0.48978443740912914,0.08814965813150098,0.1414473450343909,0.4687715362709735,0.46877153627097334,1.6653345369377348e-16,True,True,True,saddle,-1.5919954442682354,0.0,0.08814965813128864,0.0,1.6801451024065075,0.0,solution
eta,1.56,False,linear,True,1,1.0,-,0.45,0.01,1.56,1.0,0.5,2.0,0.3687801955445783,0.6312198044554217,0.345469684846737,0.5877666925292186,0.07300179069399802,0.11250319766785359,0.31560990222771085,0.31560990222771085,4.314919482301995e-17,True,True,True,saddle,-0.9858506566718653,0.0,0.07300179069490821,0.0,1.0588524473289616,0.0,solution
eta,1.56,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.56,1.0,0.5,2.0,0.6256175305116942,0.3743824694883058,0.24006176857988823,0.4899609867937326,0.08880117392819195,0.14071638201462838,0.46844047205628697,0.46844047205628714,1.6653345369377348e-16,True,True,True,saddle,-1.5934249148617436,0.0,0.08880117392829656,0.0,1.6822260887755893,0.0,solution
eta,1.5675,False,linear,True,1,1.0,-,0.45,0.01,1.5675,1.0,0.5,2.0,0.3701275014403471,0.6298724985596529,0.346078439233769,0.5882843183646569,0.07345575259816634,0.11181630413773806,0.31493624927982644,0.31493624927982644,5.763363773455027e-17,True,True,True,saddle,-0.9849120254025449,0.0,0.07345575259850017,0.0,1.0583677780328005,0.0,solution
eta,1.5675,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.5675,1.0,0.5,2.0,0.6262686090758464,0.37373139092415364,0.240233323168875,0.4901360251694166,0.08944594103499853,0.13999284763876396,0.46811247672410217,0.46811247672410217,1.3335628333215055e-17,True,True,True,saddle,-1.5948368503930994,0.0,0.08944594103498071,0.0,1.6842827914178717,0.0,solution
eta,1.575,False,linear,True,1,1.0,-,0.45,0.01,1.575,1.0,0.5,2.0,0.37145273819376545,0.6285472618062345,0.3466787931715149,0.5887943555873433,0.07390441935985709,0.11113812062583843,0.3142736309031173,0.3142736309031173,5.773361674924175e-17,True,True,True,saddle,-0.9839967201812964,0.0,0.07390441936202917,0.0,1.0579011395054732,0.0,solution
eta,1.575,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.575,1.0,0.5,2.0,0.626910360985822,0.373089639014178,0.24040346957028066,0.4903095650405779,0.0900840635211114,0.13927663221062853,0.46778752054889683,0.4677875205488967,1.1102230246251565e-16,True,True,True,saddle,-1.5962315643095206,0.0,0.09008406352059994,0.0,1.6863156278291722,0.0,solution
eta,1.5825,False,linear,True,1,1.0,-,0.45,0.01,1.5825,1.0,0.5,2.0,0.37275645767649335,0.6272435423235067,0.3472709250686352,0.589296975275315,0.07434788648085816,0.11046847464525007,0.3136217711617533,0.3136217711617533,1.9277408839703814e-17,True,True,True,saddle,-0.9831039127535864,0.0,0.07434788648378374,0.0,1.0574517992272605,0.0,solution
eta,1.5825,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.5825,1.0,0.5,2.0,0.6275429856585294,0.3724570143414706,0.24057221865681386,0.4904816190815043,0.09071564334803203,0.13856762806529105,0.46746557361861635,0.46746557361861635,6.009498365353929e-17,True,True,True,saddle,-1.597609362890974,0.0,0.09071564334736391,0.0,1.688325006230172,0.0,solution
eta,1.5899999999999999,False,linear,True,1,1.0,-,0.45,0.01,1.5899999999999999,1.0,0.5,2.0,0.3740391931144863,0.6259608068855137,0.3478550081558096,0.5897923432495624,0.0747862470863152,0.1098071984513817,0.31298040344275685,0.31298040344275685,7.723932785715029e-17,True,True,True,saddle,-0.982232813227956,0.0,0.0747862470881819,0.0,1.0570190602856864,0.0,solution
eta,1.5899999999999999,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.5899999999999999,1.0,0.5,2.0,0.6281666768742492,0.3718333231257508,0.24073958147548905,0.4906522001127571,0.09134078042142328,0.13786572952783605,0.4671466058780236,0.4671466058780236,6.347772374451904e-17,True,True,True,saddle,-1.59897054544966,0.0,0.09134078042177796,0.0,1.6903113258317137,0.0,solution
eta,1.5975,False,linear,True,1,1.0,-,0.45,0.01,1.5975,1.0,0.5,2.0,0.37530145988295205,0.624698540117048,0.3484312106779081,0.5902806202798022,0.07521959200141982,0.10915412887266918,0.312349270058524,0.312349270058524,7.253181611111856e-17,True,True,True,saddle,-0.9813826675721535,0.0,0.07521959200167154,0.0,1.0566022595961682,0.0,solution
eta,1.5975,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.5975,1.0,0.5,2.0,0.6287816229734187,0.37121837702658134,0.24090556922599268,0.4908213210792627,0.09195957264151064,0.13717083287282117,0.46683058716866443,0.4668305871686645,1.1367003662892882e-16,True,True,True,saddle,-1.6003154046527817,0.0,0.09195957264158278,0.0,1.692274977284079,0.0,solution
eta,1.605,False,linear,True,1,1.0,-,0.45,0.01,1.605,1.0,0.5,2.0,0.3765437562603756,0.6234562437396244,0.34899969607742926,0.5907619622804343,0.07564800982501667,0.10850910714878789,0.3117281218698122,0.3117281218698122,6.296346845300588e-17,True,True,True,saddle,-0.9805527560943347,0.0,0.07564800982595365,0.0,1.056200765911046,0.0,solution
eta,1.605,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.605,1.0,0.5,2.0,0.6293880070452996,0.3706119929547004,0.24107019324056678,0.4909889950299974,0.09257211595207679,0.1364828362844244,0.4665174872656909,0.466517487265691,1.4051188152041934e-16,True,True,True,saddle,-1.601644226558886,0.0,0.09257211595224453,0.0,1.6942163424797678,0.0,solution
eta,1.6124999999999998,False,linear,True,1,1.0,-,0.45,0.01,1.6124999999999998,1.0,0.5,2.0,0.3777665641440848,0.6222334358559152,0.3495606231696756,0.5912365204972335,0.07607158700027906,0.10787197877596585,0.3111167179279576,0.3111167179279576,4.851128154316148e-18,True,True,True,saddle,-0.9797423907606951,0.0,0.0760715869985814,0.0,1.0558139777825248,0.0,solution
eta,1.6124999999999998,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.6124999999999998,1.0,0.5,2.0,0.629986007108909,0.37001399289109105,0.24123346496530676,0.49115523509915554,0.09317850438809008,0.13580163981728996,0.4662072759117653,0.46620727591176536,1.004336051679711e-16,True,True,True,saddle,-1.6029572907721183,0.0,0.09317850438748075,0.0,1.6961357951345037,0.0,solution
eta,1.62,False,linear,True,1,1.0,-,0.45,0.01,1.62,1.0,0.5,2.0,0.3789703497296488,0.6210296502703512,0.3501141463101085,0.5917044416852966,0.076490407882594,0.10724259335902254,0.3105148251351756,0.3105148251351756,7.288214746508686e-17,True,True,True,saddle,-0.9789509143215028,0.0,0.0764904078818632,0.0,1.0554413222189671,0.0,solution
eta,1.62,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.62,1.0,0.5,2.0,0.630575796286578,0.369424203713422,0.2413953959427798,0.4913200544887007,0.09377883012200776,0.13512714535807696,0.46589992284825205,0.46589992284825216,1.1102230246251565e-16,True,True,True,saddle,-1.6042548708584838,0.0,0.09377883012236836,0.0,1.6980337009499227,0.0,solution
eta,1.6275,False,linear,True,1,1.0,-,0.45,0.01,1.6275,1.0,0.5,2.0,0.38015556415625507,0.6198444358437449,0.35066041555429617,0.5921658682787249,0.0769045548047896,0.10662080446978421,0.30992221792187247,0.30992221792187247,1.4599172518987685e-17,True,True,True,saddle,-0.978177697966924,0.0,0.07690455480416863,0.0,1.055082252814365,0.0,solution
eta,1.6275,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.6275,1.0,0.5,2.0,0.6311575429704841,0.3688424570295159,0.24155599779587417,0.4914834664522034,0.09437318350879205,0.1344592565877164,0.4655953978438913,0.46559539784389126,5.551115123125783e-17,True,True,True,saddle,-1.6055372340811935,0.0,0.09437318350925288,0.0,1.6999104175820239,0.0,solution
eta,1.635,False,linear,True,1,1.0,-,0.45,0.01,1.635,1.0,0.5,2.0,0.3813226441200558,0.6186773558799442,0.3511995768108447,0.5926209385524989,0.07731410813983085,0.10600646951154466,0.3093386779399721,0.3093386779399721,1.5109006936042924e-16,True,True,True,saddle,-0.9774221402199563,0.0,0.0773141081414705,0.0,1.0547362483370677,0.0,solution
eta,1.635,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.635,1.0,0.5,2.0,0.6317314109824799,0.36826858901752013,0.24171528221279887,0.49164548427988114,0.09496165312967829,0.1337978789443752,0.4652936707211299,0.46529367072113,5.551115123125783e-17,True,True,True,saddle,-1.6068046420484083,0.0,0.09496165313007984,0.0,1.701766295158427,0.0,solution
eta,1.6425,False,linear,True,1,1.0,-,0.45,0.01,1.6425,1.0,0.5,2.0,0.3824720124573473,0.6175279875426527,0.35173177198767647,0.5930697867769664,0.07771914636110173,0.10539944958926338,0.30876399377132635,0.30876399377132635,9.274391904131947e-17,True,True,True,saddle,-0.976683665157519,0.0,0.07771914636146868,0.0,1.0544028115406332,0.0,solution
eta,1.6425,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.6425,1.0,0.5,2.0,0.6322975597275307,0.36770244027246934,0.24187326093315528,0.49180612128475515,0.0955443258347307,0.1331429195871295,0.464994711380281,0.4649947113802809,5.551115123125783e-17,True,True,True,saddle,-1.6080573503350255,0.0,0.09554432583486679,0.0,1.7036016761740878,0.0,solution
eta,1.65,False,linear,True,1,1.0,-,0.45,0.01,1.65,1.0,0.5,2.0,0.3836040786993229,0.6163959213006771,0.35225713913200024,0.5935125433653448,0.07811974610038586,0.10479960938520902,0.30819796065033855,0.30819796065033855,7.821679729058678e-17,True,True,True,saddle,-0.9759617214315878,0.0,0.07811974610004162,0.0,1.0540814675591943,0.0,solution
eta,1.65,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.65,1.0,0.5,2.0,0.6328561443410524,0.3671438556589476,0.24202994573501194,0.49196539078985213,0.09612128678422319,0.13249428736034335,0.4646984898216588,0.4646984898216589,1.1102230246251565e-16,True,True,True,saddle,-1.6092956091013728,0.0,0.09612128678434616,0.0,1.7054168958558988,0.0,solution
eta,1.6575,False,linear,True,1,1.0,-,0.45,0.01,1.6575,1.0,0.5,2.0,0.384719239600013,0.615280760399987,0.3527758125642936,0.5939493350146068,0.07851598220365201,0.10420681703977494,0.3076403801999935,0.3076403801999935,9.301920953943523e-17,True,True,True,saddle,-0.9752557806695085,0.0,0.07851598220267551,0.0,1.0537717629025132,0.0,solution
eta,1.6575,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.6575,1.0,0.5,2.0,0.6334073158304286,0.36659268416957136,0.24218534842291292,0.4921233061163766,0.09669261948887907,0.13185189275875148,0.4644049761658406,0.46440497616584053,8.402492188936992e-17,True,True,True,saddle,-1.6105196629475838,0.0,0.09669261948872164,0.0,1.707212282428415,0.0,solution
eta,1.665,False,linear,True,1,1.0,-,0.45,0.01,1.665,1.0,0.5,2.0,0.3858178796389412,0.6141821203610588,0.3532879230066041,0.5943802848401047,0.07890792778474394,0.10362094403720892,0.3070910601805294,0.3070910601805294,2.4514274152745716e-17,True,True,True,saddle,-0.9745653365167846,0.0,0.07890792778462795,0.0,1.05347326426399,0.0,solution
eta,1.665,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.665,1.0,0.5,2.0,0.6339512212109709,0.3660487787890291,0.24233948081676157,0.4922798805727912,0.09725840584900433,0.13121564789323958,0.46411414067217904,0.46411414067217904,6.726271784461878e-18,True,True,True,saddle,-1.6117297512205677,0.0,0.09725840584914774,0.0,1.708988157057267,0.0,solution
eta,1.6724999999999999,False,linear,True,1,1.0,-,0.45,0.01,1.6724999999999999,1.0,0.5,2.0,0.3869003714999063,0.6130996285000937,0.35379359770545254,0.5948055125042576,0.07929565427706968,0.10304186509601439,0.30654981425004685,0.30654981425004685,2.454936238359771e-17,True,True,True,saddle,-0.9738899032232882,0.0,0.0792956542784915,0.0,1.0531855574567912,0.0,solution
