varied_parameter,parameter_value,base_case,model,found,number_of_roots,root,branch,B,delta,eta,Pbar,m_L,m_NL,E,P,tau,u,x,g,Z,A,residual_max,admissible,positive_growth,TVC,stability,lambda_1_real,lambda_1_imag,lambda_2_real,lambda_2_imag,lambda_3_real,lambda_3_imag,status
eta,1.1175,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.1175,1.0,0.5,2.0,0.5579154733170093,0.4420845266829907,0.22757947812717683,0.4770529091486361,0.03369201559621106,0.2016341752869027,0.49329159590093363,0.4932915959009336,5.551115123125783e-17,True,True,True,saddle,-1.4632347880952814,0.0,0.03369201559617796,0.0,1.4969268036784729,0.0,solution
eta,1.125,False,linear,True,1,1.0,-,0.45,0.01,1.125,1.0,0.5,2.0,0.21275607219468273,0.7872439278053173,0.28453079098778833,0.533414277075322,0.03221817503512279,0.17774540028098232,0.39362196390265863,0.39362196390265863,8.884480369765797e-17,True,True,True,saddle,-1.1776343109837044,0.0,0.03221817503619422,0.0,1.2098524859764426,0.0,solution
eta,1.125,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.125,1.0,0.5,2.0,0.5598942433178373,0.4401057566821627,0.22780461448217496,0.47728881663220957,0.03502444805727841,0.20019558445822727,0.49282535923476734,0.4928253592347674,1.0906913149914871e-16,True,True,True,saddle,-1.4665717396767077,0.0,0.035024448057334456,0.0,1.5015961877233313,0.0,solution
eta,1.1325,False,linear,True,1,1.0,-,0.45,0.01,1.1325,1.0,0.5,2.0,0.2181023858337271,0.7818976141662729,0.28634256427307775,0.5351098618723802,0.03330602603607889,0.17589453612135,0.39094880708313645,0.39094880708313645,5.960702020990869e-17,True,True,True,saddle,-1.1669067542864258,0.0,0.03330602603752389,0.0,1.2002127802936158,0.0,solution
eta,1.1325,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.1325,1.0,0.5,2.0,0.5618245717686065,0.43817542823139355,0.22803186504156248,0.47752682127977114,0.0363377159215838,0.19877521450251917,0.4923554446512569,0.49235544465125686,5.551115123125783e-17,True,True,True,saddle,-1.4698544133773697,0.0,0.03633771592172608,0.0,1.5061921293007945,0.0,solution
eta,1.1400000000000001,False,linear,True,1,1.0,-,0.45,0.01,1.1400000000000001,1.0,0.5,2.0,0.22325990549595376,0.7767400945040462,0.2881068075173054,0.5367558174042507,0.034372266231168624,0.17408761593691857,0.3883700472520231,0.3883700472520231,6.397256225139211e-17,True,True,True,saddle,-1.1569832066528687,0.0,0.03437226623150556,0.0,1.191355472854935,0.0,solution
eta,1.1400000000000001,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.1400000000000001,1.0,0.5,2.0,0.5637081695795257,0.43629183042047426,0.22826090591336823,0.47776658099261005,0.037632197717075086,0.1973728408362504,0.4918825382576529,0.49188253825765277,1.1102230246251565e-16,True,True,True,saddle,-1.4730836804024579,0.0,0.03763219771707482,0.0,1.5107158781107957,0.0,solution
eta,1.1475,False,linear,True,1,1.0,-,0.45,0.01,1.1475,1.0,0.5,2.0,0.2282390959315781,0.7717609040684219,0.28982556404465887,0.5383544966327103,0.03541762116427351,0.17232285535100686,0.38588045203421095,0.38588045203421095,1.6490764484276852e-16,True,True,True,saddle,-1.1477765780091398,0.0,0.035417621165637014,0.0,1.1831941991359731,0.0,solution
eta,1.1475,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.1475,1.0,0.5,2.0,0.5655466718196913,0.4344533281803087,0.22849143969629745,0.47800778204575023,0.038908264459009446,0.19598823362040296,0.49140726762672327,0.4914072676267234,1.1102230246251565e-16,True,True,True,saddle,-1.4762604292395225,0.0,0.03890826445899398,0.0,1.515168693664862,0.0,solution
eta,1.155,False,linear,True,1,1.0,-,0.45,0.01,1.155,1.0,0.5,2.0,0.2330496269920982,0.7669503730079018,0.29150075081965354,0.5399080947898943,0.0364427795570605,0.17059857778748705,0.3834751865039509,0.3834751865039509,5.2590012354018725e-17,True,True,True,saddle,-1.1392120173130764,0.0,0.03644277955800909,0.0,1.1756547968368132,0.0,solution
eta,1.155,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.155,1.0,0.5,2.0,0.5673416415486827,0.4326583584513173,0.22872319330993676,0.4782501367589316,0.04016627961996929,0.1946211588385115,0.49093020662705744,0.49093020662705744,4.602549318047493e-17,True,True,True,saddle,-1.4793855608922266,0.0,0.04016627961996405,0.0,1.5195518405177983,0.0,solution
eta,1.1625,False,linear,True,1,1.0,-,0.45,0.01,1.1625,1.0,0.5,2.0,0.2377004502145672,0.7622995497854328,0.29313416880734433,0.541418663150195,0.037448395920122154,0.16891320566229007,0.3811497748927164,0.3811497748927164,1.017013448482097e-16,True,True,True,saddle,-1.1312248188819118,0.0,0.03744839592090454,0.0,1.1686732147674013,0.0,solution
eta,1.1625,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.1625,1.0,0.5,2.0,0.5690945734498342,0.43090542655016584,0.22895591601468337,0.47849338136977754,0.04140659912889036,0.19327137925470972,0.49045187983957084,0.49045187983957095,1.207412615522314e-16,True,True,True,saddle,-1.4824599846781967,0.0,0.04140659912896999,0.0,1.523866583796826,0.0,solution
eta,1.17,False,linear,True,1,1.0,-,0.45,0.01,1.17,1.0,0.5,2.0,0.24219986650046588,0.7578001334995341,0.2947275122706163,0.5428881213202369,0.038435092922223815,0.16726525248366958,0.37890006674976706,0.37890006674976706,9.407381515758281e-17,True,True,True,saddle,-1.1237587469291692,0.0,0.03843509292324827,0.0,1.1621938398239111,0.0,solution
eta,1.17,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.17,1.0,0.5,2.0,0.5708068972733928,0.42919310272660716,0.22918937760363503,0.47873727409053396,0.042629571394935166,0.19193865526432452,0.4899727665970303,0.4899727665970304,5.551115123125783e-17,True,True,True,saddle,-1.485484614462545,0.0,0.04262957139503559,0.0,1.5281141858495106,0.0,solution
eta,1.1775,False,linear,True,1,1.0,-,0.45,0.01,1.1775,1.0,0.5,2.0,0.24655558609698325,0.7534444139030168,0.2962823771353208,0.5443182682358922,0.039403463545357204,0.1656533157484913,0.3767222069515084,0.3767222069515084,4.11174396107884e-17,True,True,True,saddle,-1.1167646837448832,0.0,0.03940346354644122,0.0,1.1561681472757537,0.0,solution
eta,1.1775,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.1775,1.0,0.5,2.0,0.5724799810979292,0.4275200189020708,0.22942336675043873,0.47898159333155876,0.04383553735256199,0.19062274564823659,0.4894933046800877,0.48949330468008767,4.011699890415399e-16,True,True,True,saddle,-1.4884603654987913,0.0,0.043835537352497456,0.0,1.5322959028443004,0.0,solution
eta,1.185,False,linear,True,1,1.0,-,0.45,0.01,1.185,1.0,0.5,2.0,0.2507747819021302,0.7492252180978698,0.29780026853533764,0.5457107920275516,0.04035407304954122,0.1640760705380606,0.3746126090489349,0.3746126090489349,4.13280893584358e-17,True,True,True,saddle,-1.110199530212825,0.0,0.04035407304962582,0.0,1.1505536032965946,0.0,solution
eta,1.185,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.185,1.0,0.5,2.0,0.5741151344183961,0.4258848655816039,0.22965768949867185,0.47922613607635367,0.04502483052459374,0.1893234082410471,0.4890138937002862,0.48901389370028614,5.551115123125783e-17,True,True,True,saddle,-1.4913881517248693,0.0,0.045024830524693304,0.0,1.5364129822217198,0.0,solution
eta,1.1925,False,linear,True,1,1.0,-,0.45,0.01,1.1925,1.0,0.5,2.0,0.25486413696084875,0.7451358630391512,0.29928260763398445,0.547067278891714,0.04128746076813858,0.16253226373059013,0.3725679315195756,0.3725679315195756,4.1533805233138275e-17,True,True,True,saddle,-1.1040253053826776,0.0,0.04128746076985981,0.0,1.1453127661150582,0.0,solution
eta,1.1925,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.1925,1.0,0.5,2.0,0.5757136110691546,0.42428638893084536,0.2298921678797444,0.4794707163943846,0.046197777100491756,0.1880404005220352,0.48853489819773743,0.48853489819773754,1.1102230246251565e-16,True,True,True,saddle,-1.4942688833027962,0.0,0.046197777100567994,0.0,1.5404666604080792,0.0,solution
eta,1.2,False,linear,True,1,1.0,-,0.45,0.01,1.2,1.0,0.5,2.0,0.2588298868910396,0.7411701131089604,0.3007307378050171,0.5483892210875566,0.04220414175176659,0.16102070875883293,0.3705850565544802,0.3705850565544802,2.712760288254583e-17,True,True,True,saddle,-1.098208403619676,0.0,0.04220414175248178,0.0,1.1404125453520788,0.0,solution
eta,1.2,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.2,1.0,0.5,2.0,0.5772766119901633,0.42272338800983666,0.23012663864758773,0.47971516407925624,0.04735469602738911,0.18677348013694556,0.4880566504786435,0.4880566504786435,4.758536503514456e-16,True,True,True,saddle,-1.4971034646904748,0.0,0.04735469602731185,0.0,1.5444581607215455,0.0,solution
eta,1.2075,False,linear,True,1,1.0,-,0.45,0.01,1.2075,1.0,0.5,2.0,0.2626778578713861,0.7373221421286139,0.30214593024533104,0.5496780241608091,0.04310460827659168,0.1595402808510442,0.36866107106430696,0.36866107106430696,1.341797474220612e-16,True,True,True,saddle,-1.092718978557368,0.0,0.043104608278102995,0.0,1.1358235867980209,0.0,solution
eta,1.2075,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.2075,1.0,0.5,2.0,0.5788052878443118,0.42119471215568816,0.23036095211953025,0.4799593234009839,0.048495899111745865,0.18552240535781137,0.48757945321555046,0.4875794532155503,1.6653345369377348e-16,True,True,True,saddle,-1.4998927926837964,0.0,0.048495899112073804,0.0,1.5483886918028766,0.0,solution
eta,1.2149999999999999,False,linear,True,1,1.0,-,0.45,0.01,1.2149999999999999,1.0,0.5,2.0,0.26641350073314984,0.7335864992668502,0.30352938908203353,0.5509350134834721,0.043989331230842844,0.15808991270159473,0.3667932496334251,0.3667932496334251,2.3167740503138085e-17,True,True,True,saddle,-1.087530428730786,0.0,0.04398933123153139,0.0,1.131519759983149,0.0,solution
eta,1.2149999999999999,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.2149999999999999,1.0,0.5,2.0,0.5803007414936447,0.41969925850635525,0.2305949711137873,0.48020305196217494,0.04962169112976094,0.18428693548726033,0.4871035818311417,0.48710358183114166,7.840362792732298e-17,True,True,True,saddle,-1.5026377549990964,0.0,0.0496216911298043,0.0,1.552259446123622,0.0,solution
eta,1.2225,False,linear,True,1,1.0,-,0.45,0.01,1.2225,1.0,0.5,2.0,0.27004192162263985,0.7299580783773602,0.304882256028516,0.5521614401862158,0.044858761391701536,0.15666859052450133,0.3649790391886801,0.3649790391886801,3.173318441648629e-17,True,True,True,saddle,-1.0826189658804475,0.0,0.044858761392148845,0.0,1.1274777272451149,0.0,solution
eta,1.2225,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.2225,1.0,0.5,2.0,0.5817640303419693,0.41823596965803067,0.23082856997491724,0.4804462196488981,0.05073236994491131,0.18306683121308454,0.4866292866844749,0.486629286684475,1.1102230246251565e-16,True,True,True,saddle,-1.5053392289383236,0.0,0.05073236994488228,0.0,1.5560715988663099,0.0,solution
eta,1.23,False,linear,True,1,1.0,-,0.45,0.01,1.23,1.0,0.5,2.0,0.273567909637334,0.726432090362666,0.3062056146372892,0.5533584865503458,0.045713330603283905,0.15527535044906046,0.363216045181333,0.363216045181333,2.1247282727488518e-17,True,True,True,saddle,-1.0779632504681906,0.0,0.045713330603817964,0.0,1.1236765810851317,0.0,solution
eta,1.23,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.23,1.0,0.5,2.0,0.5831961685510249,0.41680383144897515,0.23106163367941687,0.4806887076678803,0.05182822663119868,0.18186185491825518,0.486156795076859,0.48615679507685894,2.6935644310931173e-16,True,True,True,saddle,-1.5079980804981483,0.0,0.05182822663123615,0.0,1.5598263071328948,0.0,solution
eta,1.2375,False,linear,True,1,1.0,-,0.45,0.01,1.2375,1.0,0.5,2.0,0.27699596178466157,0.7230040382153384,0.30750049419146086,0.5545272709177258,0.04655345286518632,0.15390927522183706,0.3615020191076692,0.3615020191076692,4.267426609187176e-18,True,True,True,saddle,-1.0735440832894223,0.0,0.04655345286521914,0.0,1.1200975361863263,0.0,solution
eta,1.2375,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.2375,1.0,0.5,2.0,0.5845981291371145,0.4154018708628855,0.2312940570143792,0.4809304076624592,0.05290954560086843,0.18067177095102493,0.4856863130930001,0.4856863130930002,1.3802354331152601e-16,True,True,True,saddle,-1.5106151632798275,0.0,0.052909545600780705,0.0,1.5635247088697237,0.0,solution
eta,1.245,False,linear,True,1,1.0,-,0.45,0.01,1.245,1.0,0.5,2.0,0.2803303055665479,0.7196696944334521,0.3087678732716708,0.555668852169771,0.04737952533998616,0.1525694911836169,0.35983484721672604,0.35983484721672604,9.212782308338944e-17,True,True,True,saddle,-1.0693441422568593,0.0,0.0473795253409141,0.0,1.116723667571778,0.0,solution
eta,1.245,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.245,1.0,0.5,2.0,0.5859708459547727,0.41402915404522733,0.2315257438227993,0.4811712209004185,0.05397660473552521,0.1794963458592865,0.4852180272916415,0.4852180272916415,5.976301169363745e-16,True,True,True,saddle,-1.5131913177368046,0.0,0.053976604735410716,0.0,1.5671679224664732,0.0,solution
eta,1.2525,False,linear,True,1,1.0,-,0.45,0.01,1.2525,1.0,0.5,2.0,0.2835749194536984,0.7164250805463016,0.31000868303093476,0.5567842338203685,0.0481919292871542,0.15125516549367998,0.3582125402731508,0.3582125402731508,4.302234721683323e-18,True,True,True,saddle,-1.065347757385987,0.0,0.04819192928794755,0.0,1.1135396866515244,0.0,solution
eta,1.2525,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.2525,1.0,0.5,2.0,0.5873152155737503,0.4126847844262497,0.23175660630972547,0.48141105752747876,0.055029675519712745,0.1783353485929218,0.484752106258619,0.48475210625861903,5.551115123125783e-17,True,True,True,saddle,-1.515727370777477,0.0,0.05502967551973631,0.0,1.570757046304255,0.0,solution
eta,1.26,False,linear,True,1,1.0,-,0.45,0.01,1.26,1.0,0.5,2.0,0.28673355148010804,0.713266448519892,0.3112238102060713,0.5578743677621972,0.04899103093001819,0.14996550357699306,0.356633224259946,0.356633224259946,1.4684933195849881e-16,True,True,True,saddle,-1.0615407178484197,0.0,0.048991030931039056,0.0,1.1105317487364734,0.0,solution
eta,1.26,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.26,1.0,0.5,2.0,0.5886320990552678,0.4113679009447322,0.2319865644039842,0.481649835880782,0.056069023176149604,0.17718855067749853,0.48428870203411445,0.4842887020341144,5.551115123125783e-17,True,True,True,saddle,-1.5182241350216232,0.0,0.05606902317590945,0.0,1.5742931581942814,0.0,solution
eta,1.2675,False,linear,True,1,1.0,-,0.45,0.01,1.2675,1.0,0.5,2.0,0.2898097361595744,0.7101902638404256,0.31241409989110874,0.5589401577012594,0.04977718226170486,0.1486997467727284,0.3550951319202128,0.3550951319202128,4.98595907442688e-17,True,True,True,saddle,-1.0579101050739355,0.0,0.04977718226190348,0.0,1.1076872873628705,0.0,solution
eta,1.2675,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.2675,1.0,0.5,2.0,0.5899223236332132,0.4100776763667868,0.2322155451707062,0.4818874818572342,0.05709490680192146,0.17605572636232314,0.48382795142480733,0.48382795142480733,2.900374255399512e-17,True,True,True,saddle,-1.5206824086756028,0.0,0.05709490680186363,0.0,1.5777773154762071,0.0,solution
eta,1.275,False,linear,True,1,1.0,-,0.45,0.01,1.275,1.0,0.5,2.0,0.29280680990125896,0.707193190098741,0.3135803580952187,0.5599824623104002,0.050550721795363115,0.1474571701649568,0.3535965950493705,0.3535965950493705,4.351801670343918e-18,True,True,True,saddle,-1.0544441489489849,0.0,0.05055072179671444,0.0,1.1049948707208277,0.0,solution
eta,1.275,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.275,1.0,0.5,2.0,0.5911866843056348,0.4088133156943652,0.23244348227031392,0.4821239283320357,0.05810757950502789,0.174936652745556,0.483369977210689,0.483369977210689,3.580639469925157e-16,True,True,True,saddle,-1.523102975016285,0.0,0.05810757950484612,0.0,1.5812105545103066,0.0,solution
eta,1.2825,False,linear,True,1,1.0,-,0.45,0.01,1.2825,1.0,0.5,2.0,0.2957279250800404,0.7042720749199596,0.31472335410523694,0.5610020981290863,0.05131197526342292,0.14623708057848825,0.3521360374599798,0.3521360374599798,4.367663926436129e-18,True,True,True,saddle,-1.051132102029842,0.0,0.05131197526352505,0.0,1.1024440773220587,0.0,solution
eta,1.2825,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.2825,1.0,0.5,2.0,0.5924259453416167,0.40757405465838326,0.2326703154600324,0.48235911462315334,0.05910728854076541,0.17383110987881556,0.4829148892554167,0.4829148892554169,2.220446049250313e-16,True,True,True,saddle,-1.5254866022711533,0.0,0.05910728854090612,0.0,1.5845938907813253,0.0,solution
eta,1.29,False,linear,True,1,1.0,-,0.45,0.01,1.29,1.0,0.5,2.0,0.29857606289893857,0.7014239371010614,0.3158438226706565,0.5619998422336581,0.052061256270160956,0.14503881472469293,0.3507119685505307,0.3507119685505307,8.54726642529308e-17,True,True,True,saddle,-1.0479641310972205,0.0,0.05206125627123225,0.0,1.1000253873295092,0.0,solution
eta,1.29,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.29,1.0,0.5,2.0,0.593640841708328,0.406359158291672,0.23289599013434098,0.48259298599787065,0.06009427544750224,0.17273888085345598,0.4824627855283116,0.48246278552831173,1.1102230246251565e-16,True,True,True,saddle,-1.5278340436745137,0.0,0.06009427544757038,0.0,1.5879283191332965,0.0,solution
eta,1.2974999999999999,False,linear,True,1,1.0,-,0.45,0.01,1.2974999999999999,1.0,0.5,2.0,0.3013540451649056,0.6986459548350944,0.31694246602707354,0.5629764346996005,0.052798866901418856,0.14386173748376094,0.3493229774175472,0.3493229774175472,1.143599675610384e-16,True,True,True,saddle,-1.044931221098024,0.0,0.05279886690215615,0.0,1.0977300879725922,0.0,solution
eta,1.2974999999999999,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.2974999999999999,1.0,0.5,2.0,0.5948320804227901,0.4051679195772099,0.23312045690111127,0.48282549321790297,0.06106877618146684,0.1716597518704768,0.48201375304537075,0.4820137530453709,1.6653345369377348e-16,True,True,True,saddle,-1.5301460371422577,0.0,0.06106877618170432,0.0,1.5912148132918176,0.0,solution
eta,1.305,False,linear,True,1,1.0,-,0.45,0.01,1.305,1.0,0.5,2.0,0.3040645450853672,0.6959354549146328,0.3180199557723907,0.5639325808750464,0.05352509829494243,0.14270524031128667,0.3479677274573164,0.3479677274573164,9.930180295934496e-17,True,True,True,saddle,-1.0420250920149645,0.0,0.05352509829492012,0.0,1.095550190340372,0.0,solution
eta,1.305,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.305,1.0,0.5,2.0,0.5960003418326325,0.4039996581673675,0.23334367119046284,0.4830565921198704,0.06203102125022819,0.17059351229583014,0.4815678687360353,0.4815678687360354,1.1102230246251565e-16,True,True,True,saddle,-1.532423305347554,0.0,0.0620310212503038,0.0,1.5944543265878006,0.0,solution
eta,1.3125,False,linear,True,1,1.0,-,0.45,0.01,1.3125,1.0,0.5,2.0,0.3067100971807769,0.6932899028192231,0.31907693460860714,0.5648689534826703,0.054240231174475795,0.14156873975832257,0.34664495140961155,0.34664495140961155,8.856163985732277e-17,True,True,True,saddle,-1.0392381251928244,0.0,0.05424023117510594,0.0,1.093478356350095,0.0,solution
eta,1.3125,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.3125,1.0,0.5,2.0,0.5971462808298742,0.4028537191701258,0.23356559289363996,0.4832862432282135,0.06298123584459617,0.16953995470270775,0.4811252002418464,0.4811252002418464,1.9448242424305868e-17,True,True,True,saddle,-1.5346665558078822,0.0,0.06298123584470675,0.0,1.5976477916436365,0.0,solution
eta,1.3199999999999998,False,linear,True,1,1.0,-,0.45,0.01,1.3199999999999998,1.0,0.5,2.0,0.30929310639786833,0.6907068936021317,0.32011401796072647,0.565786194565338,0.05494453635044796,0.14045167609514997,0.34535344680106583,0.34535344680106583,4.2203506947875745e-17,True,True,True,saddle,-1.036563298172019,0.0,0.05494453634998724,0.0,1.0915078345504101,0.0,solution
eta,1.3199999999999998,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.3199999999999998,1.0,0.5,2.0,0.5982705280015357,0.4017294719984643,0.23378618602944617,0.4835144113978881,0.06391963996871522,0.16849887490223514,0.4806858066525989,0.4806858066525988,5.126207429741527e-16,True,True,True,saddle,-1.5368764809362432,0.0,0.0639196399688384,0.0,1.6007961208886181,0.0,solution
eta,1.3275000000000001,False,linear,True,1,1.0,-,0.45,0.01,1.3275000000000001,1.0,0.5,2.0,0.3118158564990132,0.6881841435009868,0.32113179548315623,0.5666849172892784,0.05563827518982495,0.1393535120299998,0.3440920717504934,0.3440920717504934,8.913197832115423e-17,True,True,True,saddle,-1.0339941277428388,0.0,0.05563827518991076,0.0,1.0896324029546605,0.0,solution
eta,1.3275000000000001,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.3275000000000001,1.0,0.5,2.0,0.5993736907206656,0.4006263092793344,0.23400541843599415,0.483741065484412,0.06484644856816181,0.1674700719638528,0.48024973918510705,0.480249739185107,5.553186598416387e-16,True,True,True,saddle,-1.5390537580974322,0.0,0.06484644856794441,0.0,1.603900206639001,0.0,solution
eta,1.335,False,linear,True,1,1.0,-,0.45,0.01,1.335,1.0,0.5,2.0,0.31428051779497257,0.6857194822050274,0.3221308324629583,0.5675657076171519,0.05632170005746394,0.13827373151481773,0.3428597411025137,0.3428597411025137,7.59978767676846e-17,True,True,True,saddle,-1.031524618921681,0.0,0.05632170005752328,0.0,1.087846319009073,0.0,solution
eta,1.335,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.335,1.0,0.5,2.0,0.6004563541811496,0.3995436458188504,0.23422326148572079,0.4839661780390452,0.06576187165589059,0.1664533482265391,0.47981704180926277,0.4798170418092628,5.551115123125783e-17,True,True,True,saddle,-1.5411990497714698,0.0,0.06576187165579826,0.0,1.6069609214040048,0.0,solution
eta,1.3425,False,linear,True,1,1.0,-,0.45,0.01,1.3425,1.0,0.5,2.0,0.31668915428118016,0.6833108457188198,0.3231116711284006,0.5684291258621436,0.056995054731096555,0.13721183863093883,0.3416554228594099,0.3416554228594099,1.053757674384844e-16,True,True,True,saddle,-1.0291492197496264,0.0,0.05699505473281117,0.0,1.0861442744385428,0.0,solution
eta,1.3425,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.3425,1.0,0.5,2.0,0.6015190823794855,0.3984809176205145,0.2344396898217997,0.48418972502708035,0.06666611443590409,0.16544850930190974,0.4793877518256544,0.47938775182565446,5.551115123125783e-17,True,True,True,saddle,-1.5433130038843361,0.0,0.06666611443639305,0.0,1.6099791182991472,0.0,solution
eta,1.35,False,linear,True,1,1.0,-,0.45,0.01,1.35,1.0,0.5,2.0,0.31904373023140087,0.6809562697685991,0.3240748318704543,0.5692757081331105,0.057658574791877866,0.13616735654822243,0.34047813488429957,0.34047813488429957,1.0568988113795581e-16,True,True,True,saddle,-1.026862781063056,0.0,0.05765857479178353,0.0,1.0845213558682245,0.0,solution
eta,1.35,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.35,1.0,0.5,2.0,0.6025624190465126,0.39743758095348736,0.2346546811142416,0.4844116855673917,0.06755937742454504,0.16445536407012867,0.4789619003986551,0.4789619003986551,3.9077854471365735e-17,True,True,True,saddle,-1.5453962536776527,0.0,0.06755937742475389,0.0,1.6129556310802702,0.0,solution
eta,1.3575,False,linear,True,1,1.0,-,0.45,0.01,1.3575,1.0,0.5,2.0,0.3213461162970582,0.6786538837029418,0.3250208143841644,0.5701059676798379,0.05831248799226966,0.13513982655180326,0.3393269418514709,0.3393269418514709,2.4808134423305654e-17,True,True,True,saddle,-1.0246605207534565,0.0,0.05831248799250274,0.0,1.0829730087176632,0.0,solution
eta,1.3575,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.3575,1.0,0.5,2.0,0.6035868885319042,0.39641311146809577,0.23486821583412015,0.4846320416915499,0.06844185656933474,0.1634737246694678,0.4785395130485576,0.4785395130485577,3.3246402873888046e-16,True,True,True,saddle,-1.547449418162318,0.0,0.06844185656953965,0.0,1.6158912747394742,0.0,solution
eta,1.365,False,linear,True,1,1.0,-,0.45,0.01,1.365,1.0,0.5,2.0,0.32359809515560056,0.6764019048443994,0.3259500987361767,0.5709203961465877,0.05895701460287397,0.13412880713116154,0.3382009524221997,0.3382009524221997,6.559026143985406e-17,True,True,True,saddle,-1.0225379912732577,0.0,0.058957014602708246,0.0,1.0814950059135173,0.0,solution
eta,1.365,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.365,1.0,0.5,2.0,0.6045929966440761,0.39540700335592394,0.23508027704449394,0.48485077812095334,0.06931374336529919,0.16250340648027178,0.4781206101060247,0.4781206101060246,1.8921886375229192e-16,True,True,True,saddle,-1.549473102310057,0.0,0.06931374336563853,0.0,1.6187868456748278,0.0,solution
eta,1.3725,False,linear,True,1,1.0,-,0.45,0.01,1.3725,1.0,0.5,2.0,0.3258013667469426,0.6741986332530574,0.32686314636413377,0.5717194647413483,0.05959236773969508,0.1331338731266982,0.3370993166265287,0.3370993166265287,8.391854166756689e-17,True,True,True,saddle,-1.0204910512788998,0.0,0.05959236773945242,0.0,1.0800834190384785,0.0,solution
eta,1.3725,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.3725,1.0,0.5,2.0,0.6055812314479946,0.3944187685520054,0.23529085020671778,0.48506788206056045,0.07017522496874212,0.16154422810400565,0.47770520713184994,0.47770520713185,3.5265418116722123e-16,True,True,True,saddle,-1.5514678972009064,0.0,0.0701752249687499,0.0,1.6216431221594536,0.0,solution
eta,1.38,False,linear,True,1,1.0,-,0.45,0.01,1.38,1.0,0.5,2.0,0.32795755313314,0.67204244686686,0.32776040101313697,0.5725036253275056,0.06021875367318588,0.1321546149294366,0.33602122343343,0.33602122343343,2.7291535782386936e-17,True,True,True,saddle,-1.0185158394242806,0.0,0.06021875367353078,0.0,1.0787345931310237,0.0,solution
eta,1.38,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.38,1.0,0.5,2.0,0.6065520640232359,0.3934479359767641,0.23549992300094344,0.4852833430079209,0.07102648430843878,0.16059601133799684,0.4772933153047764,0.4772933153047765,5.551115123125783e-17,True,True,True,saddle,-1.5534343802508999,0.0,0.0710264843082792,0.0,1.6244608645517955,0.0,solution
eta,1.3875,False,linear,True,1,1.0,-,0.45,0.01,1.3875,1.0,0.5,2.0,0.3300682030130362,0.6699317969869638,0.32864228961400865,0.5732733114440343,0.060836372120321815,0.13119063772986275,0.3349658984934819,0.3349658984934819,1.1402069899843792e-17,True,True,True,saddle,-1.0166087511798885,0.0,0.06083637212032395,0.0,1.07744512333718,0.0,solution
eta,1.3875,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.3875,1.0,0.5,2.0,0.6075059491844893,0.3924940508155107,0.23570748515971263,0.48549715257631804,0.07186770019423751,0.15965858114641937,0.47688494177988394,0.476884941779884,1.5374162779672314e-16,True,True,True,saddle,-1.5553731156994932,0.0,0.07186770019430748,0.0,1.627240815869839,0.0,solution
eta,1.395,False,linear,True,1,1.0,-,0.45,0.01,1.395,1.0,0.5,2.0,0.33213479592055517,0.6678652040794448,0.32950922310767733,0.5740289392597531,0.06144541652084509,0.13024156081226604,0.3339326020397224,0.3339326020397224,1.188943360541596e-16,True,True,True,saddle,-1.0147664178747298,0.0,0.061445416521451884,0.0,1.076211834412489,0.0,solution
