Pbar,mNL,n_points,E_roots,x_roots,tau_roots
354.0,0.0555,3,16.5734807386; 24.1281296488; 143.2091219178,0.1057909985; 0.1169102541; 0.1436426560,0.1150370493; 0.0702476596; 0.0075388824
355.0,0.051,3,10.2277755943; 67.7410108845; 95.5857609305,0.0861034062; 0.1358689533; 0.1398433413,0.2212966100; 0.0192242170; 0.0125788568
355.0,0.0515,3,10.5491307627; 58.1959729080; 106.1279307592,0.0875872483; 0.1338299953; 0.1409016805,0.2120873799; 0.0231783805; 0.0110459906
355.0,0.052,3,10.9058408460; 51.8149623165; 113.4484155883,0.0891451890; 0.1321311421; 0.1415458851,0.2026288868; 0.0267551984; 0.0101616904
355.0,0.0525,3,11.3065201823; 46.7282907876; 119.4088689392,0.0907928783; 0.1305071042; 0.1420255925,0.1928602663; 0.0304143425; 0.0095271579
355.0,0.053,3,11.7635075784; 42.3774371377; 124.5560324631,0.0925523109; 0.1288647684; 0.1424119189,0.1826955831; 0.0343531354; 0.0090310148
355.0,0.0535,3,12.2954852723; 38.4920153644; 129.1421498251,0.0944561274; 0.1271395485; 0.1427368077,0.1720067200; 0.0387489205; 0.0086240431
355.0,0.054,3,12.9330123707; 34.9003644328; 133.3088443217,0.0965565917; 0.1252616926; 0.1430177447,0.1605876048; 0.0438343288; 0.0082796921
355.0,0.0545,3,13.7322220245; 31.4576607201; 137.1453100593,0.0989475230; 0.1231266339; 0.1432654755,0.1480666465; 0.0499970577; 0.0079818633
355.0,0.055,3,14.8187738960; 27.9780997410; 140.7121785178,0.1018336719; 0.1205224876; 0.1434871324,0.1336292142; 0.0580622968; 0.0077200055
355.0,0.0555,3,16.6353330270; 23.9759534295; 144.0529831192,0.1059146682; 0.1167446199; 0.1436877175,0.1144784600; 0.0708342143; 0.0074868055
356.0,0.051,3,10.2323451011; 66.6885411353; 97.3697807412,0.0861227175; 0.1356647579; 0.1400313963,0.2211755003; 0.0196035632; 0.0122992098
356.0,0.0515,3,10.5543302898; 57.6788671229; 107.3780714577,0.0876082562; 0.1337011524; 0.1410126775,0.2119584023; 0.0234406598; 0.0108909945
356.0,0.052,3,10.9118313458; 51.4642554499; 114.5334435609,0.0891682371; 0.1320250792; 0.1416320533,0.2024905777; 0.0269870148; 0.0100462044
356.0,0.0525,3,11.3135308779; 46.4632340188; 120.4092670853,0.0908184404; 0.1304118078; 0.1420984713,0.1927106179; 0.0306363384; 0.0094325474
356.0,0.053,3,11.7718810900; 42.1650666976; 125.5043862066,0.0925810718; 0.1287748220; 0.1424762399,0.1825317095; 0.0345757776; 0.0089496983
356.0,0.0535,3,12.3057680902; 38.3149383685; 130.0552707737,0.0944891416; 0.1270514234; 0.1427950452,0.1718242057; 0.0389805615; 0.0085520836
356.0,0.054,3,12.9461605730; 34.7476645689; 134.1966588292,0.0965956351; 0.1251721307; 0.1430713808,0.1603790593; 0.0440847019; 0.0082147466
356.0,0.0545,3,13.7501660520; 31.3209820356; 138.0142106313,0.0989960369; 0.1230312246; 0.1433154795,0.1478178460; 0.0502819094; 0.0079224088
356.0,0.055,3,14.8465616335; 27.8479877595; 141.5665395847,0.1019002513; 0.1204119619; 0.1435341783,0.1333049000; 0.0584179387; 0.0076649889
356.0,0.0555,3,16.6990095528; 23.8232008922; 144.8959355155,0.1060412193; 0.1165765807; 0.1437322962,0.1139082634; 0.0714317776; 0.0074354640
357.0,0.051,3,10.2368981739; 65.7477764518; 99.0424722284,0.0861419478; 0.1354775525; 0.1402025357,0.2210549323; 0.0199546026; 0.0120474493
357.0,0.0515,3,10.5595124680; 57.1864770969; 108.6038713750,0.0876291799; 0.1335766284; 0.1411194334,0.2118299816; 0.0236955497; 0.0107429539
357.0,0.052,3,10.9178038154; 51.1250300585; 115.6073630829,0.0891911981; 0.1319213106; 0.1417160075,0.2023528382; 0.0272147843; 0.0099343204
357.0,0.0525,3,11.3205234430; 46.2049562157; 121.4032567995,0.0908439138; 0.1303180530; 0.1421698905,0.1925615463; 0.0308555307; 0.0093402898
357.0,0.053,3,11.7802377309; 41.9572101861; 126.4485927466,0.0926097452; 0.1286860366; 0.1425394810,0.1823684082; 0.0347962516; 0.0088701056
357.0,0.0535,3,12.3160385577; 38.1410900764; 130.9655227157,0.0945220754; 0.1269642277; 0.1428524272,0.1716422322; 0.0392104391; 0.0084814761
357.0,0.054,3,12.9593094896; 34.5973787826; 135.0824034240,0.0966346209; 0.1250833289; 0.1431243080,0.1601709562; 0.0443336545; 0.0081509101
357.0,0.0545,3,13.7681506225; 31.1861398876; 138.8815765750,0.0990445632; 0.1229364029; 0.1433648772,0.1475691914; 0.0505658086; 0.0078638934
357.0,0.055,3,14.8745503737; 27.7191724072; 142.4197430809,0.1019671158; 0.1203016755; 0.1435806935,0.1329795938; 0.0587738925; 0.0076107864
357.0,0.0555,3,16.7646653015; 23.6696884631; 145.7380062901,0.1061708975; 0.1164058812; 0.1437764018,0.1133254534; 0.0720413711; 0.0073848412
358.0,0.051,3,10.2414349111; 64.8942235972; 100.6283270456,0.0861610974; 0.1353037254; 0.1403603707,0.2209349022; 0.0202833450; 0.0118175684
358.0,0.0515,3,10.5646773988; 56.7164152384; 109.8077165272,0.0876500197; 0.1334560374; 0.1412223333,0.2117021136; 0.0239437027; 0.0106012193
358.0,0.052,3,10.9237583587; 50.7965542435; 116.6709044853,0.0892140726; 0.1318197065; 0.1417978771,0.2022156642; 0.0274387302; 0.0098258179
358.0,0.0525,3,11.3274979843; 45.9531289358; 122.3911649639,0.0908692992; 0.1302257757; 0.1422399137,0.1924130475; 0.0310720318; 0.0092502756
358.0,0.053,3,11.7885776151; 41.7536888433; 127.3888292852,0.0926383316; 0.1285983734; 0.1426016802,0.1822056751; 0.0350146260; 0.0087921709
358.0,0.0535,3,12.3262968176; 37.9703611310; 131.8730134316,0.0945549296; 0.1268779352; 0.1429089792,0.1714607950; 0.0394386010; 0.0084121762
358.0,0.054,3,12.9724593862; 34.4494346282; 135.9661488623,0.0966735502; 0.1249952676; 0.1431765449,0.1599632900; 0.0445812230; 0.0080881505
358.0,0.0545,3,13.7861766178; 31.0530829583; 139.7474569121,0.0990931039; 0.1228421526; 0.1434136828,0.1473206725; 0.0508487889; 0.0078062925
358.0,0.055,3,14.9027457084; 27.5916113500; 143.2718243442,0.1020342754; 0.1201916074; 0.1436266891,0.1326532525; 0.0591302198; 0.0075573784
358.0,0.0555,3,16.8324773453; 23.5152114243; 146.5792216927,0.1063039835; 0.1162322316; 0.1438200435,0.1127288827; 0.0726641573; 0.0073349211
359.0,0.051,3,10.2459554106; 64.1111219565; 102.1441042358,0.0861801670; 0.1351407972; 0.1405073800,0.2208154060; 0.0205939137; 0.0116054465
359.0,0.0515,3,10.5698251827; 56.2666438277; 110.9916430690,0.0876707764; 0.1333390492; 0.1413217070,0.2115747947; 0.0241856772; 0.0104652350
359.0,0.052,3,10.9296950787; 50.4781670980; 117.7247271183,0.0892368612; 0.1317201491; 0.1418777794,0.2020790518; 0.0276590551; 0.0097204972
359.0,0.0525,3,11.3344546076; 45.7074478197; 123.3732943882,0.0908945970; 0.1301349160; 0.1423086002,0.1922651174; 0.0312859463; 0.0091624032
359.0,0.053,3,11.7969008561; 41.5543345389; 128.3252624056,0.0926668316; 0.1285117962; 0.1426628734,0.1820435059; 0.0352309658; 0.0087158323
359.0,0.0535,3,12.3365430121; 37.8026476815; 132.7778452060,0.0945877047; 0.1267925210; 0.1429647255,0.1712798897; 0.0396650924; 0.0083441419
359.0,0.054,3,12.9856105294; 34.3037628349; 136.8479627340,0.0967124237; 0.1249079283; 0.1432281090,0.1597560553; 0.0448274427; 0.0080264370
359.0,0.0545,3,13.8042449341; 30.9217618942; 140.6118986951,0.0991416610; 0.1227484581; 0.1434619098,0.1470722791; 0.0511308832; 0.0077495824
359.0,0.055,3,14.9311534456; 27.4652633437; 144.1228174153,0.1021017401; 0.1200817364; 0.1436721760,0.1323258314; 0.0594869831; 0.0075047461
359.0,0.0555,3,16.9026494676; 23.3595392489; 147.4196070806,0.1064407994; 0.1160553007; 0.1438632304,0.1121172331; 0.0733014687; 0.0072856880
360.0,0.0505,3,9.9556341848; 79.8711053955; 86.0598625112,0.0847706527; 0.1378571223; 0.1387006046,0.2297349699; 0.0157243981; 0.0143457505
360.0,0.051,3,10.2504597691; 63.3864103361; 103.6018634309,0.0861991571; 0.1349869780; 0.1406453530,0.2206964399; 0.0208892844; 0.0114081107
360.0,0.0515,3,10.5749559195; 55.8354076214; 112.1574046903,0.0876914503; 0.1332253781; 0.1414178396,0.2114480208; 0.0244219561; 0.0103345212
360.0,0.052,3,10.9356140777; 50.1692695280; 118.7694285297,0.0892595644; 0.1316225311; 0.1419558210,0.2019429971; 0.0278759433; 0.0096181769
360.0,0.0525,3,11.3413934180; 45.4676302274; 124.3499261738,0.0909198080; 0.1300454183; 0.1423760052,0.1921177522; 0.0314973717; 0.0090765781
360.0,0.053,3,11.8052075663; 41.3589889258; 129.2580489188,0.0926952459; 0.1284262704; 0.1427230944,0.1818818968; 0.0354453325; 0.0086410315
360.0,0.0535,3,12.3467772826; 37.6378510126; 133.6801151988,0.0946204015; 0.1267079613; 0.1430196891,0.1710995121; 0.0398899568; 0.0082773332
360.0,0.054,3,12.9987631868; 34.1602971206; 137.7279096491,0.0967512425; 0.1248212932; 0.1432790173,0.1595492468; 0.0450723471; 0.0079657402
360.0,0.0545,3,13.8223564824; 30.7921292027; 141.4749471106,0.0991902365; 0.1226553042; 0.1435095713,0.1468240011; 0.0514121233; 0.0076937404
360.0,0.055,3,14.9597796218; 27.3400881603; 144.9727550999,0.1021695208; 0.1199720413; 0.1437171649,0.1319972846; 0.0598442457; 0.0074528710
360.0,0.0555,3,16.9754181059; 23.2024096191; 148.2591869576,0.1065817187; 0.1158747063; 0.1439059711,0.1114889783; 0.0739548459; 0.0072371268
361.0,0.0505,3,9.9596147016; 76.1962396208; 90.4665140247,0.0847881421; 0.1373020112; 0.1392413723,0.2296232133; 0.0166662169; 0.0134951505
361.0,0.051,3,10.2549480826; 62.7110702024; 105.0106216142,0.0862180683; 0.1348409253; 0.1407756320,0.2205780003; 0.0211716883; 0.0112233326
361.0,0.0515,3,10.5800697080; 55.4211822497; 113.3065242177,0.0877120422; 0.1331147752; 0.1415109794,0.2113217882; 0.0246529597; 0.0102086603
361.0,0.052,3,10.9415154568; 49.8693165401; 119.8055521779,0.0892821828; 0.1315267548; 0.1420320991,0.2018074961; 0.0280895630; 0.0095186920
361.0,0.0525,3,11.3483145196; 45.2334131628; 125.3213217886,0.0909449326; 0.1299572306; 0.1424421799,0.1919709479; 0.0317063990; 0.0089927121
361.0,0.053,3,11.8134978573; 41.1675026775; 130.1873366253,0.0927235750; 0.1283417634; 0.1427823753,0.1817208434; 0.0356577841; 0.0085677132
361.0,0.0535,3,12.3569997701; 37.4758772045; 134.5799157844,0.0946530206; 0.1266242334; 0.1430738922,0.1709196577; 0.0401132355; 0.0082117118
361.0,0.054,3,13.0119176268; 34.0189740192; 138.6060514105,0.0967900074; 0.1247353451; 0.1433292862,0.1593428590; 0.0453159689; 0.0079060319
361.0,0.0545,3,13.8405121893; 30.6641391546; 142.3366455757,0.0992388326; 0.1225626763; 0.1435566801,0.1465758281; 0.0516925404; 0.0076387443
361.0,0.055,3,14.9886305150; 27.2160465173; 145.8216690262,0.1022376285; 0.1198625009; 0.1437616657,0.1316675642; 0.0602020718; 0.0074017355
361.0,0.0555,3,17.0510601017; 23.0435206396; 149.0979850106,0.1067271781; 0.1156900033; 0.1439482741,0.1108423342; 0.0746260864; 0.0071892227
362.0,0.0505,3,9.9635802376; 74.0775879226; 93.3173221000,0.0848055563; 0.1369609292; 0.1395681792,0.2295119638; 0.0172584929; 0.0129937010
362.0,0.051,3,10.2594204464; 62.0781513507; 106.3773274508,0.0862369011; 0.1347016008; 0.1408992544,0.2204600834; 0.0214428498; 0.0110493907
362.0,0.0515,3,10.5851666464; 55.0226341117; 114.4403337198,0.0877325525; 0.1330070221; 0.1416013444,0.2111960931; 0.0248790570; 0.0100872860
362.0,0.052,3,10.9473993166; 49.5778107193; 120.8335939532,0.0893047170; 0.1314327306; 0.1421067028,0.2016725451; 0.0283000680; 0.0094218910
362.0,0.0525,3,11.3552180159; 45.0045514459; 126.2877248951,0.0909699715; 0.1298703040; 0.1425071727,0.1918247004; 0.0319131134; 0.0089107231
362.0,0.053,3,11.8217718398; 40.9797348000; 131.1132650041,0.0927518194; 0.1282582443; 0.1428407464,0.1815603420; 0.0358683759; 0.0084958254
362.0,0.0535,3,12.3672106148; 37.3166368213; 135.4773348637,0.0946855627; 0.1265413155; 0.1431273559,0.1707403222; 0.0403349682; 0.0081472416
362.0,0.054,3,13.0250741191; 33.8797327200; 139.4824471738,0.0968287193; 0.1246500673; 0.1433789313,0.1591368866; 0.0455583394; 0.0078472849
362.0,0.0545,3,13.8587129969; 30.5377476941; 143.1970358281,0.0992874512; 0.1224705600; 0.1436032483,0.1463277497; 0.0519721649; 0.0075845733
362.0,0.055,3,15.0177126587; 27.0931000092; 146.6695896995,0.1023060746; 0.1197530938; 0.1438056886,0.1313366207; 0.0605605272; 0.0073513225
362.0,0.0555,3,17.1299029769; 22.8825205261; 149.9360241440,0.1068776934; 0.1155006676; 0.1439901476,0.1101751938; 0.0753173102; 0.0071419616
363.0,0.0505,3,9.9675308840; 72.4675787427; 95.6598567589,0.0848228959; 0.1366904913; 0.1398244099,0.2294012177; 0.0177354482; 0.0126071828
363.0,0.051,3,10.2638769548; 61.4821650847; 107.7074681078,0.0862556560; 0.1345681820; 0.1410170422,0.2203426856; 0.0217041344; 0.0108849220
363.0,0.0515,3,10.5902468318; 54.6385887857; 115.5600060967,0.0877529818; 0.1329019256; 0.1416891271,0.2110709318; 0.0251005741; 0.0099700752
363.0,0.052,3,10.9532657567; 49.2942966801; 121.8540077268,0.0893271675; 0.1313403760; 0.1421797140,0.2015381402; 0.0285076000; 0.0093276354
363.0,0.0525,3,11.3621040091; 44.7808160956; 127.2493629673,0.0909949251; 0.1297845931; 0.1425710286,0.1916790061; 0.0321175947; 0.0088305339
363.0,0.053,3,11.8300296239; 40.7955520094; 132.0359658342,0.0927799799; 0.1281756838; 0.1428982365,0.1814003885; 0.0360771602; 0.0084253187
363.0,0.0535,3,12.3774099563; 37.1600446249; 136.3724561497,0.0947180284; 0.1264591868; 0.1431801003,0.1705615015; 0.0405551928; 0.0080838876
363.0,0.054,3,13.0382329342; 33.7425149194; 140.3571535963,0.0968673791; 0.1245654439; 0.1434279678,0.1589313243; 0.0457994889; 0.0077894733
363.0,0.0545,3,13.8769598638; 30.4129123531; 144.0561580108,0.0993360946; 0.1223789414; 0.1436492878,0.1460797554; 0.0522510267; 0.0075312068
363.0,0.055,3,15.0470328561; 26.9712110414; 147.5165465538,0.1023748712; 0.1196437985; 0.1438492430,0.1310044026; 0.0609196785; 0.0073016155
363.0,0.0555,3,17.2123388203; 22.7189936861; 150.7733265132,0.1070338813; 0.1153060746; 0.1440315996,0.1094850395; 0.0760310477; 0.0070953297
364.0,0.0505,3,9.9714667310; 71.1374499397; 97.7228786176,0.0848401614; 0.1364592715; 0.1400414899,0.2292909715; 0.0181483920; 0.0122842890
364.0,0.051,3,10.2683177015; 60.9186885292; 109.0054649417,0.0862743335; 0.1344400041; 0.1411296600,0.2202258030; 0.0219566458; 0.0107288256
364.0,0.0515,3,10.5953103607; 54.2680058469; 116.6665802619,0.0877733306; 0.1327993141; 0.1417744988,0.2109463004; 0.0253178008; 0.0098567406
364.0,0.052,3,10.9591148759; 49.0183563202; 122.8672100976,0.0893495348; 0.1312496151; 0.1422512081,0.2014042776; 0.0287122893; 0.0092357976
364.0,0.0525,3,11.3689726009; 44.5619928968; 128.2064487238,0.0910197941; 0.1297000548; 0.1426337900,0.1915338610; 0.0323199181; 0.0087520724
364.0,0.053,3,11.8382713187; 40.6148281669; 132.9555637598,0.0928080570; 0.1280940539; 0.1429548729,0.1812409789; 0.0362841867; 0.0083561462
364.0,0.0535,3,12.3875979337; 37.0060193112; 137.2653594317,0.0947504184; 0.1263778276; 0.1432321447,0.1703831913; 0.0407739456; 0.0080216169
364.0,0.054,3,13.0513943437; 33.6072646822; 141.2302249748,0.0969059877; 0.1244814597; 0.1434764099,0.1587261668; 0.0460394466; 0.0077325721
364.0,0.0545,3,13.8952537652; 30.2895921718; 144.9140507507,0.0993847648; 0.1222878071; 0.1436948099,0.1458318347; 0.0525291550; 0.0074786253
364.0,0.055,3,15.0765981971; 26.8503427651; 148.3625679995,0.1024440305; 0.1195345934; 0.1438923382,0.1306708568; 0.0612795940; 0.0072525986
364.0,0.0555,3,17.2988434626; 22.5524415122; 151.6099135554,0.1071964890; 0.1151054693; 0.1440726380,0.1087688213; 0.0767703612; 0.0070493137
365.0,0.0505,3,9.9753878681; 69.9907286683; 99.6028590062,0.0848573533; 0.1362539744; 0.1402327141,0.2291812217; 0.0185190224; 0.0120033243
365.0,0.051,3,10.2727427793; 60.3840967192; 110.2749414097,0.0862929342; 0.1343165201; 0.1412376540,0.2201094323; 0.0222012912; 0.0105801969
365.0,0.0515,3,10.6003573288; 53.9099585732; 117.7609814366,0.0877935994; 0.1326990342; 0.1418576123,0.2108221955; 0.0255309959; 0.0097470263
365.0,0.052,3,10.9649467722; 48.7496047378; 123.8735844739,0.0893718195; 0.1311603779; 0.1423212546,0.2012709537; 0.0289142563; 0.0091462598
365.0,0.0525,3,11.3758238922; 44.3478811239; 129.1591814035,0.0910445791; 0.1296166488; 0.1426954966,0.1913892614; 0.0325201540; 0.0086752708
365.0,0.053,3,11.8464970324; 40.4374437662; 133.8721768031,0.0928360513; 0.1280133281; 0.1430106816,0.1810821094; 0.0364895027; 0.0082882635
365.0,0.0535,3,12.3977746855; 36.8544832674; 138.1561208175,0.0947827332; 0.1262972185; 0.1432835076,0.1702053875; 0.0409912615; 0.0079603976
365.0,0.054,3,13.0645586206; 33.4739283125; 142.1017133752,0.0969445460; 0.1243980997; 0.1435242718,0.1585214089; 0.0462782407; 0.0076765574
365.0,0.0545,3,13.9135956937; 30.1677476239; 145.7707512338,0.0994334641; 0.1221971438; 0.1437398256,0.1455839769; 0.0528065782; 0.0074268098
365.0,0.055,3,15.1064160747; 26.7304590150; 149.2076814700,0.1025135654; 0.1194254565; 0.1439349832,0.1303359278; 0.0616403436; 0.0072042562
365.0,0.0555,3,17.3900036261; 22.3822552030; 152.4458060192,0.1073664368; 0.1148979239; 0.1441132701,0.1080227852; 0.0775390165; 0.0070039007
366.0,0.0505,3,9.9792943842; 68.9759359284; 101.3512754200,0.0848744721; 0.1360674834; 0.1404051987,0.2290719647; 0.0188589489; 0.0117526819
366.0,0.051,3,10.2771522803; 59.8753754088; 111.5189102596,0.0863114585; 0.1341972739; 0.1413414800,0.2199935697; 0.0224388272; 0.0104382820
366.0,0.0515,3,10.6053878308; 53.5636174296; 118.8440376652,0.0878137888; 0.1326009479; 0.1419386050,0.2106986132; 0.0257403920; 0.0096407022
366.0,0.052,3,10.9707615428; 48.4876867051; 124.8734846005,0.0893940221; 0.1310725992; 0.1423899181,0.2011381647; 0.0291136128; 0.0090589133
366.0,0.0525,3,11.3826579829; 44.1382924035; 130.1077479039,0.0910692805; 0.1295343372; 0.1427561859,0.1912452035; 0.0327183690; 0.0086000655
366.0,0.053,3,11.8547068726; 40.2632854664; 134.7859168305,0.0928639632; 0.1279334811; 0.1430656873,0.1809237762; 0.0366931534; 0.0082216284
366.0,0.0535,3,12.4079403494; 36.7053623480; 139.0448129573,0.0948149736; 0.1262173413; 0.1433342067,0.1700280858; 0.0412071739; 0.0079001995
366.0,0.054,3,13.0777260387; 33.3424542342; 142.9716687514,0.0969830549; 0.1243153496; 0.1435715669,0.1583170452; 0.0465158985; 0.0076214061
366.0,0.0545,3,13.9319866597; 30.0473405456; 146.6262952740,0.0994821946; 0.1221069387; 0.1437843456,0.1453361712; 0.0530833244; 0.0073757420
366.0,0.055,3,15.1364942040; 26.6115242468; 150.0519134642,0.1025834895; 0.1193163658; 0.1439771867,0.1299995580; 0.0620019987; 0.0071565734
366.0,0.0555,3,17.4865565112; 22.2076761488; 153.2810239931,0.1075448791; 0.1146822767; 0.1441535034,0.1072422230; 0.0783417335; 0.0069590779
367.0,0.0505,3,9.9831863672; 68.0617756868; 102.9994223980,0.0848915182; 0.1358954585; 0.1405632831,0.2289631971; 0.0191752484; 0.0115252871
367.0,0.051,3,10.2815462957; 59.3899867441; 112.7399078581,0.0863299070; 0.1340818801; 0.1414415229,0.2198782117; 0.0226698927; 0.0103024446
367.0,0.0515,3,10.6104019608; 53.2282365050; 119.9164933784,0.0878338992; 0.1325049308; 0.1420176009,0.2105755500; 0.0259461990; 0.0095375613
367.0,0.052,3,10.9765592840; 48.2322736060; 125.8672376205,0.0894161432; 0.1309862189; 0.1424572584,0.2010059070; 0.0293104622; 0.0089736570
367.0,0.0525,3,11.3894749722; 43.9330496950; 131.0523237992,0.0910938989; 0.1294530841; 0.1428158933,0.1911016835; 0.0329146256; 0.0085263966
367.0,0.053,3,11.8629009460; 40.0922456664; 135.6968899789,0.0928917935; 0.1278544890; 0.1431199135,0.1807659753; 0.0368951815; 0.0081562009
367.0,0.0535,3,12.4180950627; 36.5585856677; 139.9315052511,0.0948471402; 0.1261381785; 0.1433842589,0.1698512822; 0.0414217150; 0.0078409937
367.0,0.054,3,13.0908968735; 33.2127928782; 143.8401390583,0.0970215152; 0.1242331956; 0.1436183081,0.1581130706; 0.0467524464; 0.0075670961
367.0,0.0545,3,13.9504276921; 29.9283340702; 147.4807173795,0.0995309585; 0.1220171793; 0.1438283802,0.1450884067; 0.0533594212; 0.0073254044
367.0,0.055,3,15.1668406423; 26.4935034766; 150.8952895876,0.1026538167; 0.1192072988; 0.1440189573,0.1296616874; 0.0623646328; 0.0071095357
367.0,0.0555,3,17.5894495659; 22.0277361346; 154.1155869314,0.1077332974; 0.1144570389; 0.1441933451,0.1064210944; 0.0791845634; 0.0069148334
368.0,0.0505,3,9.9870639045; 67.2275494613; 104.5679969380,0.0849084923; 0.1357350203; 0.1407098464,0.2288549153; 0.0194726143; 0.0113164494
368.0,0.051,3,10.2859249159; 58.9257706329; 113.9400928196,0.0863482801; 0.1339700095; 0.1415381112,0.2197633549; 0.0228950332; 0.0101721418
368.0,0.0515,3,10.6153998121; 52.9031422824; 120.9790206230,0.0878539313; 0.1324108703; 0.1420947120,0.2104530024; 0.0261486069; 0.0094374161
368.0,0.052,3,10.9823400914; 47.9830607670; 126.8551467445,0.0894381833; 0.1309011806; 0.1425233311,0.2008741768; 0.0295049009; 0.0088903974
368.0,0.0525,3,11.3962749584; 43.7319863780; 131.9930742538,0.0911184348; 0.1293728556; 0.1428746521,0.1909586978; 0.0331089833; 0.0084542074
