time,x,E,tau,u,distance_to_steady_state
0.0,0.0621307851927915,0.5,0.2904438765066623,0.538928452122044,0.15147010027296579
0.014413069175950475,0.0621988370068911,0.49806716012823804,0.2910040226296237,0.5394478868524963,0.1494596603991676
0.02882613835190095,0.06226634521558691,0.49615968709075714,0.2915600750991593,0.5399630312337682,0.14747459570344135
0.043239207527851424,0.06233330953309144,0.494277281914724,0.2921120387003989,0.5404739019604915,0.14551461607696825
0.0576522767038019,0.062399729758256854,0.49241964875146155,0.29265991895279136,0.5409805162413812,0.1435794343588486
0.07206534587975237,0.062465605773720304,0.49058649485469064,0.29320372210320084,0.5414828917917913,0.14166876631237493
0.08647841505570285,0.06253093754501783,0.4887775305588203,0.29374345511880257,0.5419810468261806,0.13978233060151854
0.10089148423165333,0.06259572511966775,0.486992469257287,0.29427912567978637,0.5424750000504966,0.13791984876762967
0.1153045534076038,0.06265996862622471,0.48523102738094503,0.2948107421718766,0.5429647706544841,0.13608104520635425
0.12971762258355427,0.0627236682733051,0.48349292437650576,0.29533831367867625,0.5434503783039223,0.1342656471447663
0.14413069175950474,0.06278682434858517,0.48177788268502875,0.29586184997384407,0.5439318431327992,0.13247338461871863
0.15854376093545522,0.06284943721777267,0.4800856277204636,0.2963813615131129,0.5444091857354291,0.13070399045041167
0.1729568301114057,0.06291150732355308,0.4784158878482439,0.2968968594261575,0.5448824271585179,0.12895720022618243
0.18736989928735617,0.06297303518451151,0.47676839436393387,0.29740835550832123,0.5453515888931848,0.1272327522745139
0.20178296846330665,0.06303402139403128,0.47514288147192835,0.2979158622122081,0.5458166928669442,0.1255303876442671
0.21619603763925713,0.06309446661917018,0.4735390862642065,0.2984193926391508,0.5462777614356553,0.1238498500831355
0.2306091068152076,0.06315437159951562,0.4719567486991412,0.29891896053056166,0.5467348173754454,0.12219088601632445
0.24502217599115808,0.06321373714601947,0.47039561158036325,0.29941458025917567,0.5471878838746118,0.12055324452545561
0.25943524516710853,0.06327256413981386,0.46885542053568297,0.29990626682019345,0.5476369845255098,0.11893667732769883
0.273848314343059,0.06333085353100887,0.46733592399606894,0.3003940358223328,0.548082143316431,0.11734093875513175
0.2882613835190095,0.06338860633747317,0.4658368731746857,0.3008779034787969,0.5485233846234788,0.11576578573432977
0.30267445269495996,0.06344582364359873,0.46435802204599086,0.3013578865981676,0.5489607332024464,0.11421097776618659
0.31708752187091044,0.06350250659905042,0.4628991273248929,0.30183400257523146,0.5493942141807023,0.11267627690596814
0.3315005910468609,0.06355865641750182,0.4614599484459708,0.30230626938174743,0.5498238530490901,0.11116144774360079
0.3459136602228114,0.06361427437535808,0.4600402475427567,0.30277470555716296,0.5502496756538462,0.10966625738419607
0.36032672939876187,0.0636693618104668,0.458639789427082,0.3032393301992876,0.5506717081885428,0.10819047542881353
0.37473979857471235,0.06372392012081814,0.4572583415684901,0.3037001629549312,0.5510899771860591,0.10673387395546459
0.3891528677506628,0.06377795076323482,0.455895674073714,0.30415722401051454,0.5515045095105883,0.10529622750035791
0.4035659369266133,0.0638314552520535,0.4545515596662227,0.30461053408266,0.551915332349682,0.10387731303939073
0.4179790061025638,0.0638844351577979,0.45322577366583616,0.30506011440876957,0.5523224732063413,0.10247690996988693
0.43239207527851425,0.06393689210584506,0.4519180939684109,0.3055059867375981,0.5527259598911545,0.10109480009258551
0.44680514445446473,0.06398882777508562,0.4506283010255969,0.305948173319828,0.5531258205144902,0.09973076759388175
0.4612182136304152,0.06404024389657878,0.4493561778246674,0.3063866968986535,0.5535220834787475,0.09838459902832425
0.4756312828063657,0.06409114225220323,0.448101509868423,0.3068215807003809,0.5539147774706691,0.0970560833013708
0.49004435198231616,0.06414152467330464,0.446864085155172,0.30725284842505163,0.5543039314537211,0.09574501165240745
0.5044574211582666,0.06419139303934077,0.4456436941587869,0.3076805242370948,0.5546895746605436,0.09445117763803274
0.5188704903342171,0.06424074927652497,0.4444401298088396,0.3081046327560159,0.5550717365854758,0.09317437711561215
0.5332835595101676,0.06428959535646903,0.4432531874708169,0.308525199047128,0.5554504469771611,0.09191440822710671
0.547696628686118,0.06433793329482594,0.44208266492641635,0.3089422486123315,0.5558257358312328,0.09067107138317954
0.5621096978620685,0.06438576514993385,0.44092836235392563,0.3093558073809486,0.5561976333830886,0.0894441692475852
0.576522767038019,0.06443309302146147,0.4397900823086853,0.3097659017006184,0.5565661701007513,0.08823350672184688
0.5909358362139695,0.06447991904905596,0.4386676297036374,0.31017255832825846,0.556931376677826,0.08703889093022583
0.6053489053899199,0.06452624541099425,0.43756081178996054,0.31057580442109817,0.5572932840265511,0.08586013120498935
0.6197619745658705,0.06457207432283801,0.436469438137794,0.31097566752778943,0.5576519232709499,0.08469703907198212
0.6341750437418209,0.06461740803609349,0.4353933206170507,0.3113721755796004,0.5580073257400842,0.08354942823650724
0.6485881129177714,0.0646622488368766,0.4343322733783223,0.311765356881696,0.5583595229614123,0.08241711456952378
0.6630011820937218,0.06470659904458402,0.4332861128338759,0.3121552401045121,0.5587085466542571,0.0812999160941662
0.6774142512696724,0.06475046101057094,0.43225465763874543,0.3125418542752265,0.5590544287233815,0.08019765297259378
0.6918273204456228,0.06479383711683614,0.4312377286719182,0.3129252287693318,0.5593972012526804,0.07911014749317685
0.7062403896215733,0.06483672977471486,0.43023514901761817,0.3133053933023149,0.5597368964989845,0.07803722405802764
0.7206534587975237,0.06487914142358016,0.42924674394668777,0.31368237792144704,0.5600735468859844,0.07697870917088336
0.7350665279734743,0.06492107452955335,0.42827234089806865,0.3140562129976884,0.5604071849982728,0.07593443142535065
0.7494795971494247,0.06496253158422398,0.42731176946038396,0.3144269292177115,0.5607378435755085,0.07490422149351958
0.7638926663253752,0.06500351510337976,0.4263648613536224,0.3147945575760469,0.5610655555067044,0.07388791211495628
0.7783057355013256,0.06504402762574725,0.42543145041092667,0.3151591293673549,0.5613903538246404,0.07288533808608515
0.7927188046772762,0.06508407171174345,0.4245113725604858,0.31552067617882634,0.561712271700402,0.07189633624996813
0.8071318738532266,0.0651236499422389,0.4236044658075348,0.3158792298827165,0.5620313424380499,0.07092074548649421
0.8215449430291771,0.06516276491733287,0.422710570216461,0.3162348226290142,0.5623475994694155,0.06995840670298804
0.8359580122051276,0.06520141925514061,0.4218295278930198,0.31658748683825017,0.5626610763490311,0.06900916282524966
0.8503710813810781,0.06523961559059356,0.4209611829666602,0.3169372551944461,0.5629718067491889,0.06807285878903731
0.8647841505570285,0.06527735657425256,0.4201053815729617,0.31728416063820875,0.5632798244551359,0.06714934153200475
0.879197219732979,0.06531464487113449,0.41926197183618386,0.3176282363599695,0.5635851633604007,0.06623845998610646
0.8936102889089295,0.06535148315955275,0.4184308038519296,0.3179695157933739,0.5638878574622563,0.06534006507048302
0.90802335808488,0.06538787412997173,0.41761172966992305,0.3183080326088213,0.5641879408573186,0.06445400968484058
0.9224364272608304,0.06542382048387574,0.41680460327690383,0.31864382070715813,0.5644854477372806,0.06358014870333815
0.9368494964367808,0.06545932493265252,0.41600928057963826,0.31897691421352614,0.5647804123847835,0.06271833896899687
0.9512625656127314,0.06549439019649171,0.4152256193880491,0.31930734747136713,0.5650728691694259,0.06186843928864641
0.9656756347886818,0.0655290190032983,0.4144534793984643,0.31963515503658607,0.5653628525439093,0.06103031042842319
0.9800887039646323,0.06556321408762159,0.41369272217698655,0.31996037167187413,0.5656503970403222,0.060203815109836224
0.9945017731405827,0.06559697818959956,0.41294321114298393,0.32028303234119276,0.5659355372665625,0.0593888180064162
1.0089148423165333,0.06563031405391909,0.412204811552703,0.3206031722044202,0.5662183079028973,0.058585185740964316
1.0233279114924838,0.0656632244287918,0.4114773904830054,0.32092082661216137,0.5664987436986612,0.05779278688341742
1.0377409806684341,0.06569571206494622,0.4107608168152288,0.32123603110072224,0.5667768794690925,0.05701149194934614
1.0521540498443847,0.06572777971463584,0.41005496121917306,0.3215488213872494,0.5670527500923079,0.056241173399103554
1.0665671190203352,0.0657594301306636,0.4093596961372124,0.32185923336503547,0.5673263905064134,0.055481705637641036
1.0809801881962857,0.06579066606542266,0.4086748957685348,0.32216730309899166,0.5675978357067543,0.05473296501500956
1.095393257372236,0.0658214902699536,0.4080004360535087,0.32247306682128674,0.5678671207433009,0.05399482982756356
1.1098063265481866,0.06585190549301809,0.40733619465817933,0.32277656092715395,0.5681342807181714,0.053267180319885574
1.124219395724137,0.06588191448018926,0.40668205095889315,0.32307782197086554,0.56839935078329,0.05254989868744884
1.1386324649000876,0.06591151997295851,0.40603788602705343,0.3233768866618755,0.5686623661381818,0.05184286908003561
1.153045534076038,0.06594072470785896,0.40540358261400605,0.32367379186113004,0.568923362027901,0.05114597760592868
1.1674586032519885,0.06596953141560567,0.4047790251360572,0.32396857457754674,0.5691823737410943,0.050459112336893305
1.181871672427939,0.06599794282025234,0.40416409965962263,0.3242612719646609,0.5694394366081971,0.04978216331396582
1.1962847416038895,0.0660259616383647,0.40355869388651083,0.32455192131744065,0.5696945859997624,0.04911502255406606
1.2106978107798398,0.06605359057821046,0.4029626971393379,0.32484056006926887,0.5699478573249214,0.048457584057447475
1.2251108799557904,0.0660808323389659,0.40237600034707793,0.3251272257890928,0.5701992860299746,0.047809743816001886
1.239523949131741,0.06610768960993897,0.40179849603074663,0.32541195617874047,0.5704489075971138,0.04717139982243047
1.2539370183076914,0.06613416506980868,0.4012300782892206,0.325694789070403,0.570696757543271,0.04654245208029507
1.2683500874836418,0.0661602613858812,0.40067064278519154,0.3259757624242836,0.570942871419097,0.04592280261496008
1.2827631566595923,0.06618598121336196,0.4001200867312565,0.32625491432641057,0.5711872848080659,0.04531235548543493
1.2971762258355428,0.06621132719464429,0.399578308876144,0.3265322829866157,0.5714300333257044,0.04471101679712463
1.3115892950114934,0.06623630195861394,0.399045209491077,0.32680790673667587,0.5716711526189474,0.04411869471549415
1.3260023641874437,0.06626090811996985,0.3985206903562731,0.32708182402861774,0.5719106783656148,0.043535299480649964
1.3404154333633942,0.06628514827856073,0.3980046547475804,0.32735407343318423,0.5721486462740117,0.04296074342283798
1.3548285025393447,0.0663090250187376,0.39749700742325306,0.3276246936384623,0.5723850920826488,0.04239494097885726
1.3692415717152953,0.0663325409087219,0.39699765461086245,0.3278937234486705,0.5726200515600816,0.04183780870938105
1.3836546408912456,0.06635569849998922,0.39650650399434756,0.3281612017831061,0.5728535605048695,0.041289265317176846
1.398067710067196,0.06637850032666855,0.39602346470120264,0.3284271676752495,0.5730856547456492,0.04074923166620988
1.4124807792431466,0.06640094890495671,0.39554844728980354,0.3286916602720262,0.5733163701413262,0.04021763080161162
1.426893848419097,0.06642304673254804,0.39508136373687214,0.32895471883322397,0.5735457425813777,0.039694387970488396
1.4413069175950475,0.06644479628807905,0.394622127425079,0.32921638273106485,0.5737738079862699,0.03917943064353959
1.455719986770998,0.06646620003058788,0.3941706531307847,0.32947669144993025,0.5740006023079856,0.03867268853744901
1.4701330559469485,0.0664872603989886,0.39372685701191934,0.32973568458623786,0.574226161530662,0.038174093638005585
1.4845461251228989,0.06650797981155984,0.3932906565960009,0.3299934018484699,0.5744505216713359,0.037683580223901454
1.4989591942988494,0.06652836066544798,0.3928619707682912,0.33024988305735,0.5746737187807965,0.0372010848911479
1.5133722634748,0.06654840533618439,0.39244071976009104,0.3305051681461683,0.5748957889445429,0.03672654657804013
1.5277853326507504,0.06656811617721684,0.3920268251371726,0.33075929716125396,0.5751167682838451,0.036259906590591945
1.5421984018267008,0.06658749551945455,0.3916202097883505,0.33101231026259154,0.575336692956908,0.035801108628351355
1.5566114710026513,0.0666065456708272,0.3912207979141906,0.33126424772458224,0.5755555991601352,0.035350098810495924
1.5710245401786018,0.06662526891585718,0.39082851501585625,0.33151514993694703,0.5757735231294915,0.03490682570209533
1.5854376093545524,0.06664366751524531,0.39044328788409166,0.33176505740577095,0.5759905011419642,0.034471240340414704
1.5998506785305027,0.06666174370546962,0.39006504458834346,0.33201401075468634,0.5762065695171189,0.034043296261120244
1.6142637477064532,0.06667949969839716,0.38969371446601786,0.3322620507261947,0.5764217646187509,0.03362294952423097
1.6286768168824037,0.06669693768090856,0.389329228111875,0.3325092181831242,0.576636122856628,0.03321015873964826
1.6430898860583543,0.06671405981453514,0.38897151736755914,0.3327555541102224,0.5768496806883249,0.03280488509207672
1.6575029552343046,0.06673086823510843,0.38862051531126507,0.3330010996158828,0.5770624746211478,0.03240709236513334
1.671916024410255,0.06674736505242206,0.38827615624753936,0.3332458959340023,0.5772745412141456,0.03201674696442475
1.6863290935862056,0.06676355234990548,0.38793837569721656,0.33348998442596933,0.5774859170802084,0.03163381793935342
1.7007421627621562,0.06677943218430975,0.38760711038749,0.3337334065827813,0.5776966388882502,0.03125827700339612
1.7151552319381065,0.06679500658540484,0.38728229824211635,0.33397620402728784,0.577906743365474,0.030890098552578068
1.729568301114057,0.06681027755568861,0.3869638783717536,0.3342184185165611,0.5781162672997198,0.030529259681847595
1.7439813702900075,0.06682524707010695,0.3866517910644317,0.334460091944389,0.5783252475418906,0.030175740199036287
1.758394439465958,0.06683991707578524,0.3863459777761554,0.3347012663438914,0.5785337210084572,0.02982952263607192
1.7728075086419084,0.06685428949177062,0.38604638112163886,0.3349419838902572,0.5787417246840401,0.029490592257091674
1.787220577817859,0.06686836620878524,0.38575294486517053,0.33518228690360036,0.5789492956240644,0.029158937063086313
1.8016336469938095,0.06688214908899007,0.38546561391160883,0.33542221785193405,0.5791564709574901,0.028834547792689316
1.81604671616976,0.06689563996575908,0.3851843342975072,0.335661819354261,0.5793632878896116,0.02851741791871007
1.8304597853457103,0.06690884064346392,0.3849090531823675,0.33590113418377776,0.5795697837049286,0.02820754363999608
1.8448728545216608,0.06692175289726866,0.38463971884002146,0.3361402052711929,0.5797759957700844,0.027904923868199587
1.8592859236976114,0.06693437847293444,0.3843762806501394,0.33637907570815617,0.5799819615368708,0.027609560209015747
1.8736989928735617,0.06694671908663405,0.3841186890898652,0.33661778875079723,0.5801877185452974,0.027321456937454146
1.8881120620495122,0.06695877642477614,0.3838668957255763,0.33685638782337357,0.5803933044267254,0.02704062096670524
